Gene,Sample
tmk,BD54
tmk,BD61
tmk,BD9
tmk,BG1
tmk,E7
tmoF,BD120
tmoF,BD126
tmoF,BD132
tmoF,BD139
tmoF,BD160
tmoF,BD162
tmoF,BD163
tmoF,BD50
tmoF,BD9
tmoF,BG1
topA,BD117
topA,BD120
topA,BD126
topA,BD132
topA,BD139
topA,BD158
topA,BD160
topA,BD162
topA,BD163
topA,BD48
topA,BD50
topA,BD54
topA,BD61
topA,BD9
topA,BG1
topA,E7
topB,BD120
topB,BD126
topB,BD127
topB,BD132
topB,BD139
topB,BD158
topB,BD160
topB,BD162
topB,BD163
topB,BD50
topB,BD9
topB,BG1
tpbB,BD48
tpbB,BD54
tpbB,E7
tpx,BD117
tpx,BD120
tpx,BD126
tpx,BD132
tpx,BD139
tpx,BD158
tpx,BD160
tpx,BD162
tpx,BD163
tpx,BD50
tpx,BD9
tpx,BG1
trpE,BD117
trpE,BD120
trpE,BD126
trpE,BD127
trpE,BD132
trpE,BD139
trpE,BD158
trpE,BD160
trpE,BD162
trpE,BD163
trpE,BD48
trpE,BD50
trpE,BD54
trpE,BD9
trpE,BG1
trpE,E7
trpEG,BD61
trpG,BD117
trpG,BD127
trpG,BD158
trpG,BD48
trpG,BD54
trpG,E7
trpGD,BD120
trpGD,BD126
trpGD,BD132
trpGD,BD139
trpGD,BD160
trpGD,BD162
trpGD,BD163
trpGD,BD50
trpGD,BD61
trpGD,BD9
trpGD,BG1
trxB,BD117
trxB,BD120
trxB,BD126
trxB,BD127
trxB,BD132
trxB,BD139
trxB,BD158
trxB,BD160
trxB,BD162
trxB,BD163
trxB,BD48
trxB,BD50
trxB,BD54
trxB,BD61
trxB,BD9
trxB,BG1
trxB,E7
ubiX,BD120
ubiX,BD126
ubiX,BD127
ubiX,BD139
ubiX,BD158
ubiX,BD162
ubiX,BD163
ubiX,BD61
ubiX,BD9
ubiX,BG1
udp,BD139
upp,BD117
upp,BD120
upp,BD126
upp,BD127
upp,BD132
upp,BD139
upp,BD158
upp,BD160
upp,BD162
upp,BD163
upp,BD48
upp,BD50
upp,BD54
upp,BD61
upp,BD9
upp,BG1
upp,E7
ureA,BD117
ureA,BD120
ureA,BD126
ureA,BD158
ureA,BD162
ureA,BD163
ureA,BD48
ureA,BD54
ureA,BD61
ureA,BD9
ureA,BG1
ureA,E7
ureAB,BD117
ureAB,BD158
ureAB,BD61
ureB,BD117
ureB,BD120
ureB,BD126
ureB,BD158
ureB,BD162
ureB,BD163
ureB,BD48
ureB,BD54
ureB,BD61
ureB,BD9
ureB,BG1
ureB,E7
ureC,BD117
ureC,BD120
ureC,BD126
ureC,BD158
ureC,BD162
ureC,BD163
ureC,BD48
ureC,BD54
ureC,BD61
ureC,BD9
ureC,BG1
ureC,E7
ushA,BD120
ushA,BD126
ushA,BD132
ushA,BD139
ushA,BD160
ushA,BD162
ushA,BD48
ushA,BD50
ushA,BD54
ushA,BD9
ushA,BG1
ushA,E7
vanA,BD158
vanA,BD48
vanA,BD54
vanA,E7
vanB,BD48
vanB,BD54
vanB,E7
wrbA,BD120
wrbA,BD126
wrbA,BD132
wrbA,BD158
wrbA,BD160
wrbA,BD162
wrbA,BD163
wrbA,BD48
wrbA,BD50
wrbA,BD54
wrbA,BD61
wrbA,BD9
wrbA,BG1
wrbA,E7
wspR,BD127
wspR,BD48
wspR,BD54
wspR,E7
xylC,BD158
xylC,BD61
yahK,BD132
yahK,BD158
yahK,BD160
yahK,BD162
yahK,BD163
yahK,BD48
yahK,BD50
yahK,BD54
yahK,BD61
yahK,BD9
yahK,BG1
yahK,E7
ydbD,BD120
ydbD,BD126
ydbD,BD160
ydbD,BD162
ydbD,BD163
ydbD,BD9
ydbD,BG1
yfkN,BD120
yfkN,BD126
yfkN,BD132
yfkN,BD139
yfkN,BD160
yfkN,BD162
yfkN,BD163
yfkN,BD50
yfkN,BD9
yfkN,BG1
yiaY,BD160
yiaY,BD163
yiaY,BD48
yiaY,BD54
yiaY,E7
ylbA,BD158
ylbA,BD61
yueD,BD120
yueD,BD126
yueD,BD132
yueD,BD160
yueD,BD162
yueD,BD50
yueD,BD9
yueD,BG1
yvaK,BD117
yvaK,BD120
yvaK,BD126
yvaK,BD127
yvaK,BD132
yvaK,BD139
yvaK,BD160
yvaK,BD162
yvaK,BD163
yvaK,BD50
yvaK,BD9
yvaK,BG1
ywaD,BD120
ywaD,BD126
ywaD,BD139
ywaD,BD163
