Sample,Compound_Name,Group,Compound_Class,KO
E7,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",Group 1,Aromatic,K00362
E7,2-Chlorophenol,Group 1,Aromatic,K03381
E7,2-Chlorophenol,Group 1,Aromatic,K03381
E7,2-Chlorophenol,Group 1,Aromatic,K03381
E7,2-Chlorophenol,Group 1,Chlorinated,K03381
E7,2-Chlorophenol,Group 1,Chlorinated,K03381
E7,2-Chlorophenol,Group 1,Chlorinated,K03381
E7,2-Ethoxyethanol,Group 1,Aliphatic,K00001
E7,2-Methylnaphthalene,Group 1,Aromatic,K14581
E7,2-Naphthylamine,Group 1,Nitrogen-containing,K00681
E7,2-Naphthylamine,Group 1,Polyaromatic,K00681
E7,2-Nitropropane,Group 1,Nitrogen-containing,K00459
E7,2-Nitropropane,Group 1,Aliphatic,K00459
E7,"3,4,3',4'-Tetrachlorobiphenyl",Group 1,Chlorinated,K01599
E7,"3,4,3',4'-Tetrachlorobiphenyl",Group 1,Chlorinated,K01599
E7,"3,4,3',4'-Tetrachlorobiphenyl",Group 1,Polyaromatic,K01599
E7,"3,4,3',4'-Tetrachlorobiphenyl",Group 1,Polyaromatic,K01599
E7,"3,4,5,3',4',5'-Hexachlorobiphenyl",Group 1,Chlorinated,K01599
E7,"3,4,5,3',4',5'-Hexachlorobiphenyl",Group 1,Chlorinated,K01599
E7,"3,4,5,3',4',5'-Hexachlorobiphenyl",Group 1,Polyaromatic,K01599
E7,"3,4,5,3',4',5'-Hexachlorobiphenyl",Group 1,Polyaromatic,K01599
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00481
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00481
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00481
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00481
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K03863
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K03863
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K03863
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K03863
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00448
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00448
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00448
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00448
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00449
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00449
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00449
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00449
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K03862
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K03862
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K03862
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K03862
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K09483
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K09483
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K09483
E7,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K09483
E7,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K00448
E7,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K00448
E7,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K00448
E7,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K00448
E7,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K00449
E7,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K00449
E7,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K00449
E7,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K00449
E7,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K01857
E7,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K01857
E7,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K01857
E7,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K01857
E7,"4,4'-Methylenebis(N,N-dimethylaniline)",Group 1,Nitrogen-containing,K03981
E7,"4,4'-Methylenebis(N,N-dimethylaniline)",Group 1,Polyaromatic,K03981
E7,4-Methylimidazole,Group 1,Nitrogen-containing,K01673
E7,4-Methylimidazole,Group 1,Aliphatic,K01673
E7,4-Nitrophenol,Group 1,Aromatic,K01113
E7,4-Nitrophenol,Group 1,Aromatic,K01113
E7,4-Nitrophenol,Group 1,Nitrogen-containing,K01113
E7,4-Nitrophenol,Group 1,Nitrogen-containing,K01113
E7,Acenaphthene,Group 1,Polyaromatic,K00433
E7,Acenaphthene,Group 1,Polyaromatic,K00433
E7,Acetaldehyde,Group 1,Aliphatic,K00128
E7,Acetaldehyde,Group 1,Aliphatic,K00128
E7,Acetaldehyde,Group 1,Aliphatic,K00128
E7,Acetaldehyde,Group 1,Aliphatic,K01568
E7,Acetaldehyde,Group 1,Aliphatic,K01568
E7,Acetaldehyde,Group 1,Aliphatic,K01568
E7,Acetaldehyde,Group 1,Aliphatic,K00001
E7,Acetaldehyde,Group 1,Aliphatic,K00001
E7,Acetaldehyde,Group 1,Aliphatic,K00001
E7,Acetaldehyde,Group 1,Aliphatic,K00121
E7,Acetaldehyde,Group 1,Aliphatic,K00121
E7,Acetaldehyde,Group 1,Aliphatic,K00121
E7,Acetaldehyde,Group 1,Aliphatic,K00138
E7,Acetaldehyde,Group 1,Aliphatic,K00138
E7,Acetaldehyde,Group 1,Aliphatic,K00138
E7,Acetaldehyde,Group 1,Aliphatic,K00459
E7,Acetaldehyde,Group 1,Aliphatic,K00459
E7,Acetaldehyde,Group 1,Aliphatic,K00459
E7,Acetaldehyde,Group 1,Aliphatic,K01737
E7,Acetaldehyde,Group 1,Aliphatic,K01737
E7,Acetaldehyde,Group 1,Aliphatic,K01737
E7,Acetaldehyde,Group 1,Aliphatic,K03735
E7,Acetaldehyde,Group 1,Aliphatic,K03735
E7,Acetaldehyde,Group 1,Aliphatic,K03735
E7,Acetaldehyde,Group 1,Aliphatic,K03736
E7,Acetaldehyde,Group 1,Aliphatic,K03736
E7,Acetaldehyde,Group 1,Aliphatic,K03736
E7,Acetaldehyde,Group 1,Aliphatic,K05306
E7,Acetaldehyde,Group 1,Aliphatic,K05306
E7,Acetaldehyde,Group 1,Aliphatic,K05306
E7,Acetaldehyde,Group 1,Aliphatic,K12957
E7,Acetaldehyde,Group 1,Aliphatic,K12957
E7,Acetaldehyde,Group 1,Aliphatic,K12957
E7,Acetaldehyde,Group 1,Aliphatic,K13954
E7,Acetaldehyde,Group 1,Aliphatic,K13954
E7,Acetaldehyde,Group 1,Aliphatic,K13954
E7,Acetaldehyde,Group 1,Aliphatic,K13979
E7,Acetaldehyde,Group 1,Aliphatic,K13979
E7,Acetaldehyde,Group 1,Aliphatic,K13979
E7,Acetamide,Group 1,Nitrogen-containing,K01426
E7,Acetamide,Group 1,Aliphatic,K01426
E7,Acrylamide,Group 1,Nitrogen-containing,K01426
E7,Acrylamide,Group 1,Aliphatic,K01426
E7,"Aflatoxin B1-exo-8,9-epoxide",Group 1,Aromatic,K00799
E7,"Aflatoxin B1exo-8,9-epoxide-GSH",Group 1,Aromatic,K00799
E7,"Aflatoxin B1exo-8,9-epoxide-GSH",Group 1,Nitrogen-containing,K00799
E7,"Aflatoxin B1exo-8,9-epoxide-GSH",Group 1,Sulfur-containing,K00799
E7,Alachlor,Group 1,Aromatic,K00799
E7,Alachlor,Group 1,Aromatic,K00799
E7,Alachlor,Group 1,Chlorinated,K00799
E7,Alachlor,Group 1,Chlorinated,K00799
E7,Alachlor,Group 1,Nitrogen-containing,K00799
E7,Alachlor,Group 1,Nitrogen-containing,K00799
E7,Ammonia,Group 1,Nitrogen-containing,K00261
E7,Ammonia,Group 1,Nitrogen-containing,K00261
E7,Ammonia,Group 1,Nitrogen-containing,K00362
E7,Ammonia,Group 1,Nitrogen-containing,K00362
E7,Ammonia,Group 1,Nitrogen-containing,K01658
E7,Ammonia,Group 1,Nitrogen-containing,K01658
E7,Ammonia,Group 1,Nitrogen-containing,K01916
E7,Ammonia,Group 1,Nitrogen-containing,K01916
E7,Ammonia,Group 1,Nitrogen-containing,K01663
E7,Ammonia,Group 1,Nitrogen-containing,K01663
E7,Ammonia,Group 1,Nitrogen-containing,K01505
E7,Ammonia,Group 1,Nitrogen-containing,K01505
E7,Ammonia,Group 1,Nitrogen-containing,K01424
E7,Ammonia,Group 1,Nitrogen-containing,K01424
E7,Ammonia,Group 1,Nitrogen-containing,K01915
E7,Ammonia,Group 1,Nitrogen-containing,K01915
E7,Ammonia,Group 1,Nitrogen-containing,K01501
E7,Ammonia,Group 1,Nitrogen-containing,K01501
E7,Ammonia,Group 1,Nitrogen-containing,K01498
E7,Ammonia,Group 1,Nitrogen-containing,K01498
E7,Ammonia,Group 1,Nitrogen-containing,K05396
E7,Ammonia,Group 1,Nitrogen-containing,K05396
E7,Ammonia,Group 1,Nitrogen-containing,K01488
E7,Ammonia,Group 1,Nitrogen-containing,K01488
E7,Ammonia,Group 1,Nitrogen-containing,K05599
E7,Ammonia,Group 1,Nitrogen-containing,K05599
E7,Ammonia,Group 1,Nitrogen-containing,K00265
E7,Ammonia,Group 1,Nitrogen-containing,K00265
E7,Ammonia,Group 1,Nitrogen-containing,K00266
E7,Ammonia,Group 1,Nitrogen-containing,K00266
E7,Ammonia,Group 1,Nitrogen-containing,K00275
E7,Ammonia,Group 1,Nitrogen-containing,K00275
E7,Ammonia,Group 1,Nitrogen-containing,K00276
E7,Ammonia,Group 1,Nitrogen-containing,K00276
E7,Ammonia,Group 1,Nitrogen-containing,K00278
E7,Ammonia,Group 1,Nitrogen-containing,K00278
E7,Ammonia,Group 1,Nitrogen-containing,K00285
E7,Ammonia,Group 1,Nitrogen-containing,K00285
E7,Ammonia,Group 1,Nitrogen-containing,K00382
E7,Ammonia,Group 1,Nitrogen-containing,K00382
E7,Ammonia,Group 1,Nitrogen-containing,K01425
E7,Ammonia,Group 1,Nitrogen-containing,K01425
E7,Ammonia,Group 1,Nitrogen-containing,K01426
E7,Ammonia,Group 1,Nitrogen-containing,K01426
E7,Ammonia,Group 1,Nitrogen-containing,K01428
E7,Ammonia,Group 1,Nitrogen-containing,K01428
E7,Ammonia,Group 1,Nitrogen-containing,K01429
E7,Ammonia,Group 1,Nitrogen-containing,K01429
E7,Ammonia,Group 1,Nitrogen-containing,K01430
E7,Ammonia,Group 1,Nitrogen-containing,K01430
E7,Ammonia,Group 1,Nitrogen-containing,K01457
E7,Ammonia,Group 1,Nitrogen-containing,K01457
E7,Ammonia,Group 1,Nitrogen-containing,K01484
E7,Ammonia,Group 1,Nitrogen-containing,K01484
E7,Ammonia,Group 1,Nitrogen-containing,K01487
E7,Ammonia,Group 1,Nitrogen-containing,K01487
E7,Ammonia,Group 1,Nitrogen-containing,K01494
E7,Ammonia,Group 1,Nitrogen-containing,K01494
E7,Ammonia,Group 1,Nitrogen-containing,K01657
E7,Ammonia,Group 1,Nitrogen-containing,K01657
E7,Ammonia,Group 1,Nitrogen-containing,K01665
E7,Ammonia,Group 1,Nitrogen-containing,K01665
E7,Ammonia,Group 1,Nitrogen-containing,K01744
E7,Ammonia,Group 1,Nitrogen-containing,K01744
E7,Ammonia,Group 1,Nitrogen-containing,K01745
E7,Ammonia,Group 1,Nitrogen-containing,K01745
E7,Ammonia,Group 1,Nitrogen-containing,K01749
E7,Ammonia,Group 1,Nitrogen-containing,K01749
E7,Ammonia,Group 1,Nitrogen-containing,K01752
E7,Ammonia,Group 1,Nitrogen-containing,K01752
E7,Ammonia,Group 1,Nitrogen-containing,K01753
E7,Ammonia,Group 1,Nitrogen-containing,K01753
E7,Ammonia,Group 1,Nitrogen-containing,K01754
E7,Ammonia,Group 1,Nitrogen-containing,K01754
E7,Ammonia,Group 1,Nitrogen-containing,K01760
E7,Ammonia,Group 1,Nitrogen-containing,K01760
E7,Ammonia,Group 1,Nitrogen-containing,K01937
E7,Ammonia,Group 1,Nitrogen-containing,K01937
E7,Ammonia,Group 1,Nitrogen-containing,K01951
E7,Ammonia,Group 1,Nitrogen-containing,K01951
E7,Ammonia,Group 1,Nitrogen-containing,K01955
E7,Ammonia,Group 1,Nitrogen-containing,K01955
E7,Ammonia,Group 1,Nitrogen-containing,K01956
E7,Ammonia,Group 1,Nitrogen-containing,K01956
E7,Ammonia,Group 1,Nitrogen-containing,K02437
E7,Ammonia,Group 1,Nitrogen-containing,K02437
E7,Ammonia,Group 1,Nitrogen-containing,K02501
E7,Ammonia,Group 1,Nitrogen-containing,K02501
E7,Ammonia,Group 1,Nitrogen-containing,K03153
E7,Ammonia,Group 1,Nitrogen-containing,K03153
E7,Ammonia,Group 1,Nitrogen-containing,K03707
E7,Ammonia,Group 1,Nitrogen-containing,K03707
E7,Ammonia,Group 1,Nitrogen-containing,K03735
E7,Ammonia,Group 1,Nitrogen-containing,K03735
E7,Ammonia,Group 1,Nitrogen-containing,K03736
E7,Ammonia,Group 1,Nitrogen-containing,K03736
E7,Ammonia,Group 1,Nitrogen-containing,K03743
E7,Ammonia,Group 1,Nitrogen-containing,K03743
E7,Ammonia,Group 1,Nitrogen-containing,K05600
E7,Ammonia,Group 1,Nitrogen-containing,K05600
E7,Ammonia,Group 1,Nitrogen-containing,K05810
E7,Ammonia,Group 1,Nitrogen-containing,K05810
E7,Ammonia,Group 1,Nitrogen-containing,K06920
E7,Ammonia,Group 1,Nitrogen-containing,K06920
E7,Ammonia,Group 1,Nitrogen-containing,K06989
E7,Ammonia,Group 1,Nitrogen-containing,K06989
E7,Ammonia,Group 1,Nitrogen-containing,K08281
E7,Ammonia,Group 1,Nitrogen-containing,K08281
E7,Ammonia,Group 1,Nitrogen-containing,K09022
E7,Ammonia,Group 1,Nitrogen-containing,K09022
E7,Ammonia,Group 1,Nitrogen-containing,K09471
E7,Ammonia,Group 1,Nitrogen-containing,K09471
E7,Ammonia,Group 1,Nitrogen-containing,K10026
E7,Ammonia,Group 1,Nitrogen-containing,K10026
E7,Ammonia,Group 1,Nitrogen-containing,K11311
E7,Ammonia,Group 1,Nitrogen-containing,K11311
E7,Ammonia,Group 1,Nitrogen-containing,K11991
E7,Ammonia,Group 1,Nitrogen-containing,K11991
E7,Ammonia,Group 1,Nitrogen-containing,K21062
E7,Ammonia,Group 1,Nitrogen-containing,K21062
E7,Ammonia,Group 1,Nitrogen-containing,K00262
E7,Ammonia,Group 1,Nitrogen-containing,K00262
E7,Ammonia,Group 1,Nitrogen-containing,K01664
E7,Ammonia,Group 1,Nitrogen-containing,K01664
E7,Ammonia,Group 1,Nitrogen-containing,K01950
E7,Ammonia,Group 1,Nitrogen-containing,K01950
E7,Ammonia,Group 1,Nitrogen-containing,K02500
E7,Ammonia,Group 1,Nitrogen-containing,K02500
E7,Ammonia,Group 1,Nitrogen-containing,K05597
E7,Ammonia,Group 1,Nitrogen-containing,K05597
E7,Ammonia,Group 1,Nitrogen-containing,K11752
E7,Ammonia,Group 1,Nitrogen-containing,K11752
E7,Ammonia,Group 1,Nitrogen-containing,K17950
E7,Ammonia,Group 1,Nitrogen-containing,K17950
E7,Ammonia,Group 1,Nitrogen-containing,K18248
E7,Ammonia,Group 1,Nitrogen-containing,K18248
E7,Ammonia,Group 1,Nitrogen-containing,K21053
E7,Ammonia,Group 1,Nitrogen-containing,K21053
E7,Amsacrine,Group 1,Polyaromatic,K02469
E7,Amsacrine,Group 1,Nitrogen-containing,K02469
E7,Amsacrine,Group 1,Sulfur-containing,K02469
E7,Amsacrine,Group 1,Polyaromatic,K02470
E7,Amsacrine,Group 1,Nitrogen-containing,K02470
E7,Amsacrine,Group 1,Sulfur-containing,K02470
E7,Amsacrine,Group 1,Polyaromatic,K02621
E7,Amsacrine,Group 1,Nitrogen-containing,K02621
E7,Amsacrine,Group 1,Sulfur-containing,K02621
E7,Amsacrine,Group 1,Polyaromatic,K02622
E7,Amsacrine,Group 1,Nitrogen-containing,K02622
E7,Amsacrine,Group 1,Sulfur-containing,K02622
E7,Amsacrine,Group 1,Polyaromatic,K03168
E7,Amsacrine,Group 1,Nitrogen-containing,K03168
E7,Amsacrine,Group 1,Sulfur-containing,K03168
E7,Anthracene,Group 1,Polyaromatic,K14581
E7,Anthracene,Group 1,Polyaromatic,K14581
E7,Anthracene,Group 1,Polyaromatic,K14581
E7,Anthracene,Group 1,Polyaromatic,K14581
E7,Anthracene,Group 1,Polyaromatic,K14581
E7,"Anthracene-cis-1,2-dihydrodiol",Group 1,Polyaromatic,K14581
E7,"Anthracene-cis-1,2-dihydrodiol",Group 1,Polyaromatic,K14581
E7,"Anthracene-cis-1,2-dihydrodiol",Group 1,Polyaromatic,K14581
E7,"Anthracene-cis-1,2-dihydrodiol",Group 1,Polyaromatic,K14581
E7,Aristolochic acid,Group 1,Polyaromatic,K01058
E7,Aristolochic acid,Group 1,Nitrogen-containing,K01058
E7,Arsenic,Group 1,Metal,K04077
E7,Arsenic,Group 1,Metal,K04077
E7,Arsenic,Group 1,Metal,K04077
E7,Arsenic,Group 1,Metal,K04077
E7,Aziridine,Group 1,Nitrogen-containing,K01089
E7,Aziridine,Group 1,Aliphatic,K01089
E7,Benzene,Group 1,Aromatic,K16242
E7,Benzene,Group 1,Aromatic,K16242
E7,Benzene,Group 1,Aromatic,K16242
E7,Benzene,Group 1,Aromatic,K16242
E7,Benzene,Group 1,Aromatic,K16242
E7,Benzene,Group 1,Aromatic,K16242
E7,Benzene,Group 1,Aromatic,K16242
E7,Benzene,Group 1,Aromatic,K16243
E7,Benzene,Group 1,Aromatic,K16243
E7,Benzene,Group 1,Aromatic,K16243
E7,Benzene,Group 1,Aromatic,K16243
E7,Benzene,Group 1,Aromatic,K16243
E7,Benzene,Group 1,Aromatic,K16243
E7,Benzene,Group 1,Aromatic,K16243
E7,Benzene,Group 1,Aromatic,K16244
E7,Benzene,Group 1,Aromatic,K16244
E7,Benzene,Group 1,Aromatic,K16244
E7,Benzene,Group 1,Aromatic,K16244
E7,Benzene,Group 1,Aromatic,K16244
E7,Benzene,Group 1,Aromatic,K16244
E7,Benzene,Group 1,Aromatic,K16244
E7,Benzene,Group 1,Aromatic,K16245
E7,Benzene,Group 1,Aromatic,K16245
E7,Benzene,Group 1,Aromatic,K16245
E7,Benzene,Group 1,Aromatic,K16245
E7,Benzene,Group 1,Aromatic,K16245
E7,Benzene,Group 1,Aromatic,K16245
E7,Benzene,Group 1,Aromatic,K16245
E7,Benzene,Group 1,Aromatic,K16249
E7,Benzene,Group 1,Aromatic,K16249
E7,Benzene,Group 1,Aromatic,K16249
E7,Benzene,Group 1,Aromatic,K16249
E7,Benzene,Group 1,Aromatic,K16249
E7,Benzene,Group 1,Aromatic,K16249
E7,Benzene,Group 1,Aromatic,K16249
E7,Benzene,Group 1,Aromatic,K16246
E7,Benzene,Group 1,Aromatic,K16246
E7,Benzene,Group 1,Aromatic,K16246
E7,Benzene,Group 1,Aromatic,K16246
E7,Benzene,Group 1,Aromatic,K16246
E7,Benzene,Group 1,Aromatic,K16246
E7,Benzene,Group 1,Aromatic,K16246
E7,Benzo[a]pyrene,Group 1,Polyaromatic,K14581
E7,Benzo[a]pyrene,Group 1,Polyaromatic,K14581
E7,Benzo[a]pyrene,Group 1,Polyaromatic,K14581
E7,Benzo[a]pyrene,Group 1,Polyaromatic,K14581
E7,Benzo[a]pyrene,Group 1,Polyaromatic,K14581
E7,Benzo[a]pyrene,Group 1,Polyaromatic,K14581
E7,Benzo[a]pyrene,Group 1,Polyaromatic,K14581
E7,"Benzo[a]pyrene-cis-9,10-dihydrodiol",Group 1,Polyaromatic,K14581
E7,"Benzo[a]pyrene-cis-9,10-dihydrodiol",Group 1,Polyaromatic,K14581
E7,"Benzo[a]pyrene-cis-9,10-dihydrodiol",Group 1,Polyaromatic,K14581
E7,"Benzo[a]pyrene-cis-9,10-dihydrodiol",Group 1,Polyaromatic,K14581
E7,CO,Group 1,Inorganic,K03147
E7,CO,Group 1,Inorganic,K06911
E7,Cacodylate,Group 1,Inorganic,K00019
E7,Cacodylate,Group 1,Inorganic,K00019
E7,Cacodylate,Group 1,Metal,K00019
E7,Cacodylate,Group 1,Metal,K00019
E7,Cacodylate,Group 1,Inorganic,K00133
E7,Cacodylate,Group 1,Inorganic,K00133
E7,Cacodylate,Group 1,Metal,K00133
E7,Cacodylate,Group 1,Metal,K00133
E7,Cacodylate,Group 1,Inorganic,K01708
E7,Cacodylate,Group 1,Inorganic,K01708
E7,Cacodylate,Group 1,Metal,K01708
E7,Cacodylate,Group 1,Metal,K01708
E7,Captafol,Group 1,Chlorinated,K00652
E7,Captafol,Group 1,Nitrogen-containing,K00652
E7,Captafol,Group 1,Sulfur-containing,K00652
E7,Carbon tetrachloride,Group 1,Chlorinated,K01081
E7,Carbon tetrachloride,Group 1,Chlorinated,K01081
E7,Carbon tetrachloride,Group 1,Chlorinated,K01081
E7,Carbon tetrachloride,Group 1,Chlorinated,K01081
E7,Carbon tetrachloride,Group 1,Chlorinated,K01081
E7,Carbon tetrachloride,Group 1,Chlorinated,K00384
E7,Carbon tetrachloride,Group 1,Chlorinated,K00384
E7,Carbon tetrachloride,Group 1,Chlorinated,K00384
E7,Carbon tetrachloride,Group 1,Chlorinated,K00384
E7,Carbon tetrachloride,Group 1,Chlorinated,K00384
E7,Carbon tetrachloride,Group 1,Chlorinated,K00789
E7,Carbon tetrachloride,Group 1,Chlorinated,K00789
E7,Carbon tetrachloride,Group 1,Chlorinated,K00789
E7,Carbon tetrachloride,Group 1,Chlorinated,K00789
E7,Carbon tetrachloride,Group 1,Chlorinated,K00789
E7,Carbon tetrachloride,Group 1,Chlorinated,K01919
E7,Carbon tetrachloride,Group 1,Chlorinated,K01919
E7,Carbon tetrachloride,Group 1,Chlorinated,K01919
E7,Carbon tetrachloride,Group 1,Chlorinated,K01919
E7,Carbon tetrachloride,Group 1,Chlorinated,K01919
E7,Carbon tetrachloride,Group 1,Chlorinated,K03787
E7,Carbon tetrachloride,Group 1,Chlorinated,K03787
E7,Carbon tetrachloride,Group 1,Chlorinated,K03787
E7,Carbon tetrachloride,Group 1,Chlorinated,K03787
E7,Carbon tetrachloride,Group 1,Chlorinated,K03787
E7,Carbon tetrachloride,Group 1,Chlorinated,K11751
E7,Carbon tetrachloride,Group 1,Chlorinated,K11751
E7,Carbon tetrachloride,Group 1,Chlorinated,K11751
E7,Carbon tetrachloride,Group 1,Chlorinated,K11751
E7,Carbon tetrachloride,Group 1,Chlorinated,K11751
E7,Catechol,Group 1,Aromatic,K05599
E7,Catechol,Group 1,Aromatic,K05599
E7,Catechol,Group 1,Aromatic,K05599
E7,Catechol,Group 1,Aromatic,K05599
E7,Catechol,Group 1,Aromatic,K05599
E7,Catechol,Group 1,Aromatic,K03381
E7,Catechol,Group 1,Aromatic,K03381
E7,Catechol,Group 1,Aromatic,K03381
E7,Catechol,Group 1,Aromatic,K03381
E7,Catechol,Group 1,Aromatic,K03381
E7,Catechol,Group 1,Aromatic,K05600
E7,Catechol,Group 1,Aromatic,K05600
E7,Catechol,Group 1,Aromatic,K05600
E7,Catechol,Group 1,Aromatic,K05600
E7,Catechol,Group 1,Aromatic,K05600
E7,Catechol,Group 1,Aromatic,K05783
E7,Catechol,Group 1,Aromatic,K05783
E7,Catechol,Group 1,Aromatic,K05783
E7,Catechol,Group 1,Aromatic,K05783
E7,Catechol,Group 1,Aromatic,K05783
E7,Catechol,Group 1,Aromatic,K11311
E7,Catechol,Group 1,Aromatic,K11311
E7,Catechol,Group 1,Aromatic,K11311
E7,Catechol,Group 1,Aromatic,K11311
E7,Catechol,Group 1,Aromatic,K11311
E7,Catechol,Group 1,Aromatic,K16242
E7,Catechol,Group 1,Aromatic,K16242
E7,Catechol,Group 1,Aromatic,K16242
E7,Catechol,Group 1,Aromatic,K16242
E7,Catechol,Group 1,Aromatic,K16242
E7,Catechol,Group 1,Aromatic,K16243
E7,Catechol,Group 1,Aromatic,K16243
E7,Catechol,Group 1,Aromatic,K16243
E7,Catechol,Group 1,Aromatic,K16243
E7,Catechol,Group 1,Aromatic,K16243
E7,Catechol,Group 1,Aromatic,K16244
E7,Catechol,Group 1,Aromatic,K16244
E7,Catechol,Group 1,Aromatic,K16244
E7,Catechol,Group 1,Aromatic,K16244
E7,Catechol,Group 1,Aromatic,K16244
E7,Catechol,Group 1,Aromatic,K16245
E7,Catechol,Group 1,Aromatic,K16245
E7,Catechol,Group 1,Aromatic,K16245
E7,Catechol,Group 1,Aromatic,K16245
E7,Catechol,Group 1,Aromatic,K16245
E7,Catechol,Group 1,Aromatic,K16249
E7,Catechol,Group 1,Aromatic,K16249
E7,Catechol,Group 1,Aromatic,K16249
E7,Catechol,Group 1,Aromatic,K16249
E7,Catechol,Group 1,Aromatic,K16249
E7,Catechol,Group 1,Aromatic,K14581
E7,Catechol,Group 1,Aromatic,K14581
E7,Catechol,Group 1,Aromatic,K14581
E7,Catechol,Group 1,Aromatic,K14581
E7,Catechol,Group 1,Aromatic,K14581
E7,Catechol,Group 1,Aromatic,K16246
E7,Catechol,Group 1,Aromatic,K16246
E7,Catechol,Group 1,Aromatic,K16246
E7,Catechol,Group 1,Aromatic,K16246
E7,Catechol,Group 1,Aromatic,K16246
E7,Catechol,Group 1,Aromatic,K18248
E7,Catechol,Group 1,Aromatic,K18248
E7,Catechol,Group 1,Aromatic,K18248
E7,Catechol,Group 1,Aromatic,K18248
E7,Catechol,Group 1,Aromatic,K18248
E7,Chloral hydrate,Group 1,Chlorinated,K00001
E7,Chloral hydrate,Group 1,Aliphatic,K00001
E7,Chloral hydrate,Group 1,Chlorinated,K00121
E7,Chloral hydrate,Group 1,Aliphatic,K00121
E7,Chloral hydrate,Group 1,Chlorinated,K13954
E7,Chloral hydrate,Group 1,Aliphatic,K13954
E7,Chloramine,Group 1,Nitrogen-containing,K03386
E7,Chloramine,Group 1,Chlorinated,K03386
E7,Chloramine,Group 1,Nitrogen-containing,K03564
E7,Chloramine,Group 1,Chlorinated,K03564
E7,Chloraminophenamide,Group 1,Nitrogen-containing,K01673
E7,Chloraminophenamide,Group 1,Sulfur-containing,K01673
E7,Chloraminophenamide,Group 1,Chlorinated,K01673
E7,Chloraminophenamide,Group 1,Aromatic,K01673
E7,Chloramphenicol,Group 1,Aromatic,K00638
E7,Chloramphenicol,Group 1,Nitrogen-containing,K00638
E7,Chloramphenicol,Group 1,Chlorinated,K00638
E7,Chloroform,Group 1,Chlorinated,K01434
E7,Chloroform,Group 1,Chlorinated,K01434
E7,Chloroform,Group 1,Chlorinated,K01434
E7,Chloroform,Group 1,Chlorinated,K01434
E7,Chloroform,Group 1,Chlorinated,K01434
E7,Chloroform,Group 1,Chlorinated,K01434
E7,Chloroform,Group 1,Chlorinated,K01434
E7,Chloroform,Group 1,Aliphatic,K01434
E7,Chloroform,Group 1,Aliphatic,K01434
E7,Chloroform,Group 1,Aliphatic,K01434
E7,Chloroform,Group 1,Aliphatic,K01434
E7,Chloroform,Group 1,Aliphatic,K01434
E7,Chloroform,Group 1,Aliphatic,K01434
E7,Chloroform,Group 1,Aliphatic,K01434
E7,Chlorpyrifos,Group 1,Organophosphorus,K00799
E7,Chlorpyrifos,Group 1,Organophosphorus,K00799
E7,Chlorpyrifos,Group 1,Organophosphorus,K00799
E7,Chlorpyrifos,Group 1,Chlorinated,K00799
E7,Chlorpyrifos,Group 1,Chlorinated,K00799
E7,Chlorpyrifos,Group 1,Chlorinated,K00799
E7,Chlorpyrifos,Group 1,Organophosphorus,K01073
E7,Chlorpyrifos,Group 1,Organophosphorus,K01073
