Sample,ko,pathname,genesymbol
BD140,K00121,Cl. alkane and Cl.alkene,frmA
BD140,K00128,Cl. alkane and Cl.alkene,ALDH
BD140,K10217,Aromatic,dmpC
BD140,K10217,Benzoate,dmpC
BD140,K10217,Xylene,dmpC
BD140,K21802,Aminobenzoate,vdh
BD140,K00451,Styrene,HGD
BD140,K00483,Aromatic,hpaB
BD140,K16901,Aromatic,K16901
BD140,K00626,Benzoate,ACAT
BD140,K00632,Benzoate,fadA
BD140,K00632,Ethylbenzene,fadA
BD140,K01035,Aminobenzoate,atoA
BD140,K01034,Aminobenzoate,atoD
BD140,K01101,Aminobenzoate,E3.1.3.41
BD140,K01426,Aminobenzoate,E3.5.1.4
BD140,K01426,Styrene,E3.5.1.4
BD140,K01501,Styrene,E3.5.5.1
BD140,K01501,Aminobenzoate,E3.5.5.1
BD140,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD140,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD140,K01617,Xylene,dmpH
BD140,K01617,Aromatic,dmpH
BD140,K01617,Benzoate,dmpH
BD140,K01617,Dioxin,dmpH
BD140,K01666,Xylene,mhpE
BD140,K01666,Dioxin,mhpE
BD140,K01666,Benzoate,mhpE
BD140,K01666,Aromatic,mhpE
BD140,K01692,Benzoate,paaF
BD140,K01692,Aminobenzoate,paaF
BD140,K01692,Caprolactam,paaF
BD140,K02554,Dioxin,mhpD
BD140,K02554,Aromatic,mhpD
BD140,K02554,Xylene,mhpD
BD140,K02554,Benzoate,mhpD
BD140,K03186,Aromatic,ubiX
BD140,K03186,Aminobenzoate,ubiX
BD140,K04073,Xylene,mhpF
BD140,K04073,Benzoate,mhpF
BD140,K04073,Dioxin,mhpF
BD140,K04073,Aromatic,mhpF
BD140,K15765,Toluene,tmoF
BD140,K15765,Aromatic,tmoF
BD140,K05921,Aromatic,hpaG
BD140,K07516,Benzoate,fadN
BD140,K13767,Benzoate,fadB
BD140,K13953,Aromatic,adhP
BD140,K13953,Naphthalene,adhP
BD140,K13953,Cytochrome P450,adhP
BD140,K13953,Cl. alkane and Cl.alkene,adhP
BD140,K16171,Styrene,faaH
BD139,K00001,Naphthalene,E1.1.1.1
BD139,K00001,Cytochrome P450,E1.1.1.1
BD139,K00001,Aromatic,E1.1.1.1
BD139,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD139,K00128,Cl. alkane and Cl.alkene,ALDH
BD139,K01426,Aminobenzoate,E3.5.1.4
BD139,K01426,Styrene,E3.5.1.4
BD139,K00626,Benzoate,ACAT
BD139,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD139,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD139,K00483,Aromatic,hpaB
BD139,K00074,Benzoate,paaH
BD139,K00121,Aromatic,frmA
BD139,K00121,Naphthalene,frmA
BD139,K00121,Cytochrome P450,frmA
BD139,K00121,Cl. alkane and Cl.alkene,frmA
BD139,K00451,Styrene,HGD
BD139,K00632,Benzoate,fadA
BD139,K00632,Ethylbenzene,fadA
BD139,K01034,Aminobenzoate,atoD
BD139,K01035,Aminobenzoate,atoA
BD139,K01101,Aminobenzoate,E3.1.3.41
BD139,K01501,Styrene,E3.5.5.1
BD139,K01501,Aminobenzoate,E3.5.5.1
BD139,K01617,Xylene,dmpH
BD139,K01617,Aromatic,dmpH
BD139,K01617,Benzoate,dmpH
BD139,K01617,Dioxin,dmpH
BD139,K01666,Xylene,mhpE
BD139,K01666,Dioxin,mhpE
BD139,K01666,Benzoate,mhpE
BD139,K01666,Aromatic,mhpE
BD139,K01692,Benzoate,paaF
BD139,K01692,Aminobenzoate,paaF
BD139,K01692,Caprolactam,paaF
BD139,K02554,Dioxin,mhpD
BD139,K02554,Aromatic,mhpD
BD139,K02554,Xylene,mhpD
BD139,K02554,Benzoate,mhpD
BD139,K03186,Aromatic,ubiX
BD139,K03186,Aminobenzoate,ubiX
BD139,K04073,Xylene,mhpF
BD139,K04073,Benzoate,mhpF
BD139,K04073,Dioxin,mhpF
BD139,K04073,Aromatic,mhpF
BD139,K05921,Aromatic,hpaG
BD139,K07516,Benzoate,fadN
BD139,K13767,Benzoate,fadB
BD139,K13953,Aromatic,adhP
BD139,K13953,Naphthalene,adhP
BD139,K13953,Cytochrome P450,adhP
BD139,K13953,Cl. alkane and Cl.alkene,adhP
BD139,K16171,Styrene,faaH
BD139,K10217,Aromatic,dmpC
BD139,K10217,Benzoate,dmpC
BD139,K10217,Xylene,dmpC
BD139,K15765,Toluene,tmoF
BD139,K15765,Aromatic,tmoF
BD139,K16901,Aromatic,K16901
BD139,K21802,Aminobenzoate,vdh
BD141,K00001,Naphthalene,E1.1.1.1
BD141,K00001,Cytochrome P450,E1.1.1.1
BD141,K00001,Aromatic,E1.1.1.1
BD141,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD141,K00074,Benzoate,paaH
BD141,K00121,Aromatic,frmA
BD141,K00121,Naphthalene,frmA
BD141,K00121,Cytochrome P450,frmA
BD141,K00121,Cl. alkane and Cl.alkene,frmA
BD141,K00128,Cl. alkane and Cl.alkene,ALDH
BD141,K10217,Aromatic,dmpC
BD141,K10217,Benzoate,dmpC
BD141,K10217,Xylene,dmpC
BD141,K21802,Aminobenzoate,vdh
BD141,K00451,Styrene,HGD
BD141,K00483,Aromatic,hpaB
BD141,K16901,Aromatic,K16901
BD141,K00626,Benzoate,ACAT
BD141,K00632,Benzoate,fadA
BD141,K00632,Ethylbenzene,fadA
BD141,K01035,Aminobenzoate,atoA
BD141,K01034,Aminobenzoate,atoD
BD141,K01101,Aminobenzoate,E3.1.3.41
BD141,K01426,Aminobenzoate,E3.5.1.4
BD141,K01426,Styrene,E3.5.1.4
BD141,K01501,Styrene,E3.5.5.1
BD141,K01501,Aminobenzoate,E3.5.5.1
BD141,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD141,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD141,K01617,Xylene,dmpH
BD141,K01617,Aromatic,dmpH
BD141,K01617,Benzoate,dmpH
BD141,K01617,Dioxin,dmpH
BD141,K01666,Xylene,mhpE
BD141,K01666,Dioxin,mhpE
BD141,K01666,Benzoate,mhpE
BD141,K01666,Aromatic,mhpE
BD141,K01692,Benzoate,paaF
BD141,K01692,Aminobenzoate,paaF
BD141,K01692,Caprolactam,paaF
BD141,K02554,Dioxin,mhpD
BD141,K02554,Aromatic,mhpD
BD141,K02554,Xylene,mhpD
BD141,K02554,Benzoate,mhpD
BD141,K03186,Aromatic,ubiX
BD141,K03186,Aminobenzoate,ubiX
BD141,K04073,Xylene,mhpF
BD141,K04073,Benzoate,mhpF
BD141,K04073,Dioxin,mhpF
BD141,K04073,Aromatic,mhpF
BD141,K15765,Toluene,tmoF
BD141,K15765,Aromatic,tmoF
BD141,K05921,Aromatic,hpaG
BD141,K07516,Benzoate,fadN
BD141,K13767,Benzoate,fadB
BD141,K13953,Aromatic,adhP
BD141,K13953,Naphthalene,adhP
BD141,K13953,Cytochrome P450,adhP
BD141,K13953,Cl. alkane and Cl.alkene,adhP
BD141,K16171,Styrene,faaH
BD143,K00001,Naphthalene,E1.1.1.1
BD143,K00001,Cytochrome P450,E1.1.1.1
BD143,K00001,Aromatic,E1.1.1.1
BD143,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD143,K00055,Xylene,E1.1.1.90
BD143,K00055,Toluene,E1.1.1.90
BD143,K00055,Aromatic,E1.1.1.90
BD143,K00074,Benzoate,paaH
BD143,K00121,Aromatic,frmA
BD143,K00121,Naphthalene,frmA
BD143,K00121,Cytochrome P450,frmA
BD143,K00121,Cl. alkane and Cl.alkene,frmA
BD143,K00128,Cl. alkane and Cl.alkene,ALDH
BD143,K00146,Styrene,feaB
BD143,K00148,Cl. alkane and Cl.alkene,fdhA
BD143,K00626,Benzoate,ACAT
BD143,K00632,Benzoate,fadA
BD143,K00632,Ethylbenzene,fadA
BD143,K01034,Aminobenzoate,atoD
BD143,K01035,Aminobenzoate,atoA
BD143,K01101,Aminobenzoate,E3.1.3.41
BD143,K01426,Aminobenzoate,E3.5.1.4
BD143,K01426,Styrene,E3.5.1.4
BD143,K01512,Aminobenzoate,acyP
BD143,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD143,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD143,K01563,Cl. cyclohexane and Cl. benzene,dhaA
BD143,K01563,Cl. alkane and Cl.alkene,dhaA
BD143,K01607,Benzoate,pcaC
BD143,K01607,Aromatic,pcaC
BD143,K01821,Benzoate,praC
BD143,K01821,Dioxin,praC
BD143,K01821,Xylene,praC
BD143,K01821,Aromatic,praC
BD143,K15765,Toluene,tmoF
BD143,K15765,Aromatic,tmoF
BD143,K07104,Benzoate,catE
BD143,K07104,Xylene,catE
BD143,K07104,Aromatic,catE
BD143,K07104,Styrene,catE
BD143,K07104,Cl. cyclohexane and Cl. benzene,catE
BD143,K07516,Benzoate,fadN
BD143,K10218,Benzoate,ligK
BD143,K13767,Benzoate,fadB
BD143,K13954,Naphthalene,yiaY
BD143,K13954,Aromatic,yiaY
BD143,K13954,Cl. alkane and Cl.alkene,yiaY
BD143,K14338,Aminobenzoate,cypD_E
BD145,K00074,Benzoate,paaH
BD145,K04108,Aminobenzoate,hcrA
BD145,K04108,Aromatic,hcrA
BD145,K04108,Benzoate,hcrA
BD145,K00121,Aromatic,frmA
BD145,K00121,Naphthalene,frmA
BD145,K00121,Cytochrome P450,frmA
BD145,K00121,Cl. alkane and Cl.alkene,frmA
BD145,K00128,Cl. alkane and Cl.alkene,ALDH
BD145,K00151,Aromatic,hpaE
BD145,K10217,Aromatic,dmpC
BD145,K10217,Benzoate,dmpC
BD145,K10217,Xylene,dmpC
BD145,K00252,Benzoate,GCDH
BD145,K00448,PAH,pcaG
BD145,K00448,Aromatic,pcaG
BD145,K00448,Benzoate,pcaG
BD145,K00449,PAH,pcaH
BD145,K00449,Aromatic,pcaH
BD145,K00449,Benzoate,pcaH
BD145,K00451,Styrene,HGD
BD145,K14748,Ethylbenzene,etbAa
BD145,K14748,Aromatic,etbAa
BD145,K00481,Aromatic,pobA
BD145,K00481,Benzoate,pobA
BD145,K00529,Aromatic,hcaD
BD145,K00626,Benzoate,ACAT
BD145,K00632,Benzoate,fadA
BD145,K00632,Ethylbenzene,fadA
BD145,K07823,Benzoate,pcaF
BD145,K16876,Furfural,hmfD
BD145,K00799,Cytochrome P450,GST
BD145,K01034,Aminobenzoate,atoD
BD145,K01035,Aminobenzoate,atoA
BD145,K01053,Aromatic,gnl
BD145,K01053,Caprolactam,gnl
BD145,K01055,Benzoate,pcaD
BD145,K01055,Aromatic,pcaD
BD145,K01061,Toluene,E3.1.1.45
BD145,K01061,Fluorobenzoate,E3.1.1.45
BD145,K01061,Cl. cyclohexane and Cl. benzene,E3.1.1.45
BD145,K01426,Aminobenzoate,E3.5.1.4
BD145,K01426,Styrene,E3.5.1.4
BD145,K01428,Atrazine,ureC
BD145,K01429,Atrazine,ureB
BD145,K01430,Atrazine,ureA
BD145,K01457,Atrazine,atzF
BD145,K01501,Styrene,E3.5.5.1
BD145,K01501,Aminobenzoate,E3.5.5.1
BD145,K01502,Styrene,E3.5.5.7
BD145,K01512,Aminobenzoate,acyP
BD145,K01555,Styrene,FAH
BD145,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD145,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD145,K01561,Cl. cyclohexane and Cl. benzene,dehH
BD145,K01561,Cl. alkane and Cl.alkene,dehH
BD145,K01563,Cl. cyclohexane and Cl. benzene,dhaA
BD145,K01563,Cl. alkane and Cl.alkene,dhaA
BD145,K01576,Aminobenzoate,mdlC
BD145,K01607,Benzoate,pcaC
BD145,K01607,Aromatic,pcaC
BD145,K01666,Xylene,mhpE
BD145,K01666,Dioxin,mhpE
BD145,K01666,Benzoate,mhpE
BD145,K01666,Aromatic,mhpE
BD145,K18365,Dioxin,bphI
BD145,K18365,Xylene,bphI
BD145,K18365,Aromatic,bphI
BD145,K18365,Benzoate,bphI
BD145,K01692,Benzoate,paaF
BD145,K01692,Aminobenzoate,paaF
BD145,K01692,Caprolactam,paaF
BD145,K01721,Styrene,nthA
BD145,K01721,Fluorobenzoate,nthA
BD145,K01721,Aminobenzoate,nthA
BD145,K01821,Benzoate,praC
BD145,K01821,Dioxin,praC
BD145,K01821,Xylene,praC
BD145,K01821,Aromatic,praC
BD145,K01856,Fluorobenzoate,catB
BD145,K01856,Benzoate,catB
BD145,K01856,Aromatic,catB
BD145,K01856,Cl. cyclohexane and Cl. benzene,catB
BD145,K01856,Toluene,catB
BD145,K01857,Aromatic,pcaB
BD145,K01857,Benzoate,pcaB
BD145,K02554,Dioxin,mhpD
BD145,K02554,Aromatic,mhpD
BD145,K02554,Xylene,mhpD
BD145,K02554,Benzoate,mhpD
BD145,K03186,Aromatic,ubiX
BD145,K03186,Aminobenzoate,ubiX
BD145,K04073,Xylene,mhpF
BD145,K04073,Benzoate,mhpF
BD145,K04073,Dioxin,mhpF
BD145,K04073,Aromatic,mhpF
BD145,K04116,Benzoate,aliA
BD145,K06446,Caprolactam,DCAA
BD145,K07516,Benzoate,fadN
BD145,K10216,Benzoate,dmpD
BD145,K10216,Styrene,dmpD
BD145,K10216,Xylene,dmpD
BD145,K10216,Aromatic,dmpD
BD145,K10621,Benzoate,cmtC
BD145,K10621,Xylene,cmtC
BD145,K10621,Aromatic,cmtC
BD145,K10622,Benzoate,cmtD
BD145,K10622,Aromatic,cmtD
BD145,K10622,Xylene,cmtD
BD145,K10680,Nitrotoluene,nemA
BD145,K14519,Caprolactam,aldH
BD145,K14519,Aromatic,aldH
BD145,K13953,Aromatic,adhP
BD145,K13953,Naphthalene,adhP
BD145,K13953,Cytochrome P450,adhP
BD145,K13953,Cl. alkane and Cl.alkene,adhP
BD145,K14520,Bisphenol,hapE
BD145,K14578,Ethylbenzene,nahAb
BD145,K14578,Aminobenzoate,nahAb
BD145,K14578,Nitrotoluene,nahAb
BD145,K14578,PAH,nahAb
BD145,K14578,Aromatic,nahAb
BD145,K14578,Naphthalene,nahAb
BD145,K14749,Ethylbenzene,etbAb
BD145,K14749,Aromatic,etbAb
BD145,K16171,Styrene,faaH
BD145,K16319,Aminobenzoate,andAc
BD145,K18242,Naphthalene,nagG
BD145,K16320,Aminobenzoate,andAd
BD145,K18243,Naphthalene,nagH
BD145,K18199,Caprolactam,inhA
BD145,K20807,Fluorobenzoate,nthB
BD145,K20807,Aminobenzoate,nthB
BD145,K20807,Styrene,nthB
BD147,K00001,Naphthalene,E1.1.1.1
BD147,K00001,Cytochrome P450,E1.1.1.1
BD147,K00001,Aromatic,E1.1.1.1
BD147,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD147,K01026,Styrene,pct
BD147,K01512,Aminobenzoate,acyP
BD147,K01607,Benzoate,pcaC
BD147,K01607,Aromatic,pcaC
BD147,K04072,Cl. alkane and Cl.alkene,adhE
BD147,K04072,Aromatic,adhE
BD147,K04072,Naphthalene,adhE
BD147,K05710,Aromatic,hcaC
BD147,K06446,Caprolactam,DCAA
BD147,K07104,Benzoate,catE
BD147,K07104,Xylene,catE
BD147,K07104,Aromatic,catE
BD147,K07104,Styrene,catE
BD147,K07104,Cl. cyclohexane and Cl. benzene,catE
BD149,K00001,Naphthalene,E1.1.1.1
BD149,K00001,Cytochrome P450,E1.1.1.1
BD149,K00001,Aromatic,E1.1.1.1
BD149,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD149,K00055,Xylene,E1.1.1.90
BD149,K00055,Toluene,E1.1.1.90
BD149,K00055,Aromatic,E1.1.1.90
BD149,K00074,Benzoate,paaH
BD149,K00121,Aromatic,frmA
BD149,K00121,Naphthalene,frmA
BD149,K00121,Cytochrome P450,frmA
BD149,K00121,Cl. alkane and Cl.alkene,frmA
BD149,K00128,Cl. alkane and Cl.alkene,ALDH
BD149,K00146,Styrene,feaB
BD149,K00148,Cl. alkane and Cl.alkene,fdhA
BD149,K00626,Benzoate,ACAT
BD149,K00632,Benzoate,fadA
BD149,K00632,Ethylbenzene,fadA
BD149,K01034,Aminobenzoate,atoD
BD149,K01035,Aminobenzoate,atoA
BD149,K01101,Aminobenzoate,E3.1.3.41
BD149,K01426,Aminobenzoate,E3.5.1.4
BD149,K01426,Styrene,E3.5.1.4
BD149,K01512,Aminobenzoate,acyP
BD149,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD149,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD149,K01563,Cl. cyclohexane and Cl. benzene,dhaA
BD149,K01563,Cl. alkane and Cl.alkene,dhaA
BD149,K01607,Benzoate,pcaC
BD149,K01607,Aromatic,pcaC
BD149,K01821,Benzoate,praC
BD149,K01821,Dioxin,praC
BD149,K01821,Xylene,praC
BD149,K01821,Aromatic,praC
BD149,K15765,Toluene,tmoF
BD149,K15765,Aromatic,tmoF
BD149,K07104,Benzoate,catE
BD149,K07104,Xylene,catE
BD149,K07104,Aromatic,catE
BD149,K07104,Styrene,catE
BD149,K07104,Cl. cyclohexane and Cl. benzene,catE
BD149,K07516,Benzoate,fadN
BD149,K10218,Benzoate,ligK
BD149,K13767,Benzoate,fadB
BD149,K13954,Naphthalene,yiaY
BD149,K13954,Aromatic,yiaY
BD149,K13954,Cl. alkane and Cl.alkene,yiaY
BD149,K14338,Aminobenzoate,cypD_E
BD151,K00001,Naphthalene,E1.1.1.1
BD151,K00001,Cytochrome P450,E1.1.1.1
BD151,K00001,Aromatic,E1.1.1.1
BD151,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD151,K00074,Benzoate,paaH
BD151,K00121,Aromatic,frmA
BD151,K00121,Naphthalene,frmA
BD151,K00121,Cytochrome P450,frmA
BD151,K00121,Cl. alkane and Cl.alkene,frmA
BD151,K00128,Cl. alkane and Cl.alkene,ALDH
BD151,K00451,Styrene,HGD
BD151,K00483,Aromatic,hpaB
BD151,K00626,Benzoate,ACAT
BD151,K00632,Benzoate,fadA
BD151,K00632,Ethylbenzene,fadA
BD151,K01034,Aminobenzoate,atoD
BD151,K01035,Aminobenzoate,atoA
BD151,K01101,Aminobenzoate,E3.1.3.41
BD151,K01426,Aminobenzoate,E3.5.1.4
BD151,K01426,Styrene,E3.5.1.4
BD151,K01512,Aminobenzoate,acyP
BD151,K01692,Benzoate,paaF
BD151,K01692,Aminobenzoate,paaF
BD151,K01692,Caprolactam,paaF
BD151,K01821,Benzoate,praC
BD151,K01821,Dioxin,praC
BD151,K01821,Xylene,praC
BD151,K01821,Aromatic,praC
BD151,K15765,Toluene,tmoF
BD151,K15765,Aromatic,tmoF
BD151,K07104,Benzoate,catE
BD151,K07104,Xylene,catE
BD151,K07104,Aromatic,catE
BD151,K07104,Styrene,catE
BD151,K07104,Cl. cyclohexane and Cl. benzene,catE
BD151,K07516,Benzoate,fadN
BD151,K10678,Nitrotoluene,nfsA
BD151,K13767,Benzoate,fadB
BD151,K16171,Styrene,faaH
BD152,K00001,Naphthalene,E1.1.1.1
BD152,K00001,Cytochrome P450,E1.1.1.1
BD152,K00001,Aromatic,E1.1.1.1
BD152,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD152,K00074,Benzoate,paaH
BD152,K00121,Aromatic,frmA
BD152,K00121,Naphthalene,frmA
BD152,K00121,Cytochrome P450,frmA
BD152,K00121,Cl. alkane and Cl.alkene,frmA
BD152,K00128,Cl. alkane and Cl.alkene,ALDH
BD152,K00451,Styrene,HGD
BD152,K00483,Aromatic,hpaB
BD152,K00626,Benzoate,ACAT
BD152,K00632,Benzoate,fadA
BD152,K00632,Ethylbenzene,fadA
BD152,K01034,Aminobenzoate,atoD
BD152,K01035,Aminobenzoate,atoA
BD152,K01101,Aminobenzoate,E3.1.3.41
BD152,K01426,Aminobenzoate,E3.5.1.4
BD152,K01426,Styrene,E3.5.1.4
BD152,K01512,Aminobenzoate,acyP
BD152,K01692,Benzoate,paaF
BD152,K01692,Aminobenzoate,paaF
BD152,K01692,Caprolactam,paaF
BD152,K01821,Benzoate,praC
BD152,K01821,Dioxin,praC
BD152,K01821,Xylene,praC
BD152,K01821,Aromatic,praC
BD152,K15765,Toluene,tmoF
BD152,K15765,Aromatic,tmoF
BD152,K07104,Benzoate,catE
BD152,K07104,Xylene,catE
BD152,K07104,Aromatic,catE
BD152,K07104,Styrene,catE
BD152,K07104,Cl. cyclohexane and Cl. benzene,catE
BD152,K07516,Benzoate,fadN
BD152,K10678,Nitrotoluene,nfsA
BD152,K13767,Benzoate,fadB
BD152,K16171,Styrene,faaH
BD158,K00001,Naphthalene,E1.1.1.1
BD158,K00001,Cytochrome P450,E1.1.1.1
BD158,K00001,Aromatic,E1.1.1.1
BD158,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD158,K15054,Aminobenzoate,mdlB
BD158,K00121,Aromatic,frmA
BD158,K00121,Naphthalene,frmA
BD158,K00121,Cytochrome P450,frmA
BD158,K00121,Cl. alkane and Cl.alkene,frmA
BD158,K00128,Cl. alkane and Cl.alkene,ALDH
BD158,K00146,Styrene,feaB
BD158,K00151,Aromatic,hpaE
BD158,K10217,Aromatic,dmpC
BD158,K10217,Benzoate,dmpC
BD158,K10217,Xylene,dmpC
BD158,K00141,Aromatic,xylC
BD158,K00141,Toluene,xylC
BD158,K00141,Aminobenzoate,xylC
BD158,K00141,Xylene,xylC
BD158,K00148,Cl. alkane and Cl.alkene,fdhA
BD158,K00252,Benzoate,GCDH
BD158,K00446,Benzoate,dmpB
BD158,K00446,Aromatic,dmpB
BD158,K00446,Xylene,dmpB
BD158,K00446,Styrene,dmpB
BD158,K00446,Cl. cyclohexane and Cl. benzene,dmpB
BD158,K00448,PAH,pcaG
BD158,K00448,Aromatic,pcaG
BD158,K00448,Benzoate,pcaG
BD158,K00449,PAH,pcaH
BD158,K00449,Aromatic,pcaH
BD158,K00449,Benzoate,pcaH
BD158,K00455,Aromatic,hpaD
BD158,K00481,Aromatic,pobA
BD158,K00481,Benzoate,pobA
BD158,K05712,Aromatic,mhpA
BD158,K00529,Aromatic,hcaD
BD158,K18227,Aromatic,cmtAa
BD158,K18227,Xylene,cmtAa
BD158,K00626,Benzoate,ACAT
BD158,K00632,Benzoate,fadA
BD158,K00632,Ethylbenzene,fadA
BD158,K00799,Cytochrome P450,GST
BD158,K01039,Styrene,gctA
BD158,K01040,Styrene,gctB
BD158,K01053,Aromatic,gnl
BD158,K01053,Caprolactam,gnl
BD158,K01055,Benzoate,pcaD
BD158,K01055,Aromatic,pcaD
BD158,K14727,Benzoate,pcaL
BD158,K14727,Aromatic,pcaL
BD158,K01061,Toluene,E3.1.1.45
BD158,K01061,Fluorobenzoate,E3.1.1.45
BD158,K01061,Cl. cyclohexane and Cl. benzene,E3.1.1.45
BD158,K14731,Aromatic,mlhB
BD158,K14731,Caprolactam,mlhB
BD158,K01075,Benzoate,E3.1.2.23
BD158,K01101,Aminobenzoate,E3.1.3.41
BD158,K01426,Aminobenzoate,E3.5.1.4
BD158,K01426,Styrene,E3.5.1.4
BD158,K01428,Atrazine,ureC
BD158,K01429,Atrazine,ureB
BD158,K14048,Atrazine,ureAB
BD158,K01430,Atrazine,ureA
BD158,K01457,Atrazine,atzF
BD158,K01512,Aminobenzoate,acyP
BD158,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD158,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD158,K01781,Aminobenzoate,mdlA
BD158,K01782,Benzoate,fadJ
BD158,K01782,Caprolactam,fadJ
BD158,K01825,Caprolactam,fadB
BD158,K01825,Benzoate,fadB
BD158,K01826,Aromatic,hpaF
BD158,K01856,Fluorobenzoate,catB
BD158,K01856,Benzoate,catB
BD158,K01856,Aromatic,catB
BD158,K01856,Cl. cyclohexane and Cl. benzene,catB
BD158,K01856,Toluene,catB
BD158,K01857,Aromatic,pcaB
BD158,K01857,Benzoate,pcaB
BD158,K01941,Atrazine,uca
BD158,K15983,Steroid,kshB
BD158,K03186,Aromatic,ubiX
BD158,K03186,Aminobenzoate,ubiX
BD158,K03380,Toluene,E1.14.13.7
BD158,K03380,Aminobenzoate,E1.14.13.7
BD158,K03862,Aminobenzoate,vanA
BD158,K10218,Benzoate,ligK
BD158,K10680,Nitrotoluene,nemA
BD158,K16879,Furfural,hmfC
BD158,K13953,Aromatic,adhP
BD158,K13953,Naphthalene,adhP
BD158,K13953,Cytochrome P450,adhP
BD158,K13953,Cl. alkane and Cl.alkene,adhP
BD160,K00001,Naphthalene,E1.1.1.1
BD160,K00001,Cytochrome P450,E1.1.1.1
BD160,K00001,Aromatic,E1.1.1.1
BD160,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD160,K00055,Xylene,E1.1.1.90
BD160,K00055,Toluene,E1.1.1.90
BD160,K00055,Aromatic,E1.1.1.90
BD160,K00074,Benzoate,paaH
BD160,K00121,Aromatic,frmA
BD160,K00121,Naphthalene,frmA
BD160,K00121,Cytochrome P450,frmA
BD160,K00121,Cl. alkane and Cl.alkene,frmA
BD160,K00128,Cl. alkane and Cl.alkene,ALDH
BD160,K00146,Styrene,feaB
BD160,K00148,Cl. alkane and Cl.alkene,fdhA
BD160,K00626,Benzoate,ACAT
BD160,K00632,Benzoate,fadA
BD160,K00632,Ethylbenzene,fadA
BD160,K01034,Aminobenzoate,atoD
BD160,K01035,Aminobenzoate,atoA
BD160,K01101,Aminobenzoate,E3.1.3.41
BD160,K01426,Aminobenzoate,E3.5.1.4
BD160,K01426,Styrene,E3.5.1.4
BD160,K01512,Aminobenzoate,acyP
BD160,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD160,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD160,K01563,Cl. cyclohexane and Cl. benzene,dhaA
BD160,K01563,Cl. alkane and Cl.alkene,dhaA
BD160,K01607,Benzoate,pcaC
BD160,K01607,Aromatic,pcaC
BD160,K01821,Benzoate,praC
BD160,K01821,Dioxin,praC
BD160,K01821,Xylene,praC
BD160,K01821,Aromatic,praC
BD160,K15765,Toluene,tmoF
BD160,K15765,Aromatic,tmoF
BD160,K07104,Benzoate,catE
BD160,K07104,Xylene,catE
BD160,K07104,Aromatic,catE
BD160,K07104,Styrene,catE
BD160,K07104,Cl. cyclohexane and Cl. benzene,catE
BD160,K07516,Benzoate,fadN
BD160,K10218,Benzoate,ligK
BD160,K13767,Benzoate,fadB
BD160,K13954,Naphthalene,yiaY
BD160,K13954,Aromatic,yiaY
BD160,K13954,Cl. alkane and Cl.alkene,yiaY
BD160,K14338,Aminobenzoate,cypD_E
BD161,K00001,Naphthalene,E1.1.1.1
BD161,K00001,Cytochrome P450,E1.1.1.1
BD161,K00001,Aromatic,E1.1.1.1
BD161,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD161,K00074,Benzoate,paaH
BD161,K00121,Aromatic,frmA
BD161,K00121,Naphthalene,frmA
BD161,K00121,Cytochrome P450,frmA
BD161,K00121,Cl. alkane and Cl.alkene,frmA
BD161,K00128,Cl. alkane and Cl.alkene,ALDH
BD161,K21802,Aminobenzoate,vdh
BD161,K00451,Styrene,HGD
BD161,K00626,Benzoate,ACAT
BD161,K00632,Benzoate,fadA
BD161,K00632,Ethylbenzene,fadA
BD161,K01034,Aminobenzoate,atoD
BD161,K01035,Aminobenzoate,atoA
BD161,K01101,Aminobenzoate,E3.1.3.41
BD161,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD161,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD161,K01563,Cl. cyclohexane and Cl. benzene,dhaA
BD161,K01563,Cl. alkane and Cl.alkene,dhaA
