Sample,ko,pathname,genesymbol
BD129,K16874,Furfural,hmfF
BD129,K01617,Xylene,dmpH
BD129,K01617,Aromatic,dmpH
BD129,K01617,Benzoate,dmpH
BD129,K01617,Dioxin,dmpH
BD129,K01821,Benzoate,praC
BD129,K01821,Dioxin,praC
BD129,K01821,Xylene,praC
BD129,K01821,Aromatic,praC
BD129,K03186,Aromatic,ubiX
BD129,K03186,Aminobenzoate,ubiX
BD129,K04072,Cl. alkane and Cl.alkene,adhE
BD129,K04072,Aromatic,adhE
BD129,K04072,Naphthalene,adhE
BD129,K15765,Toluene,tmoF
BD129,K15765,Aromatic,tmoF
BD129,K07104,Benzoate,catE
BD129,K07104,Xylene,catE
BD129,K07104,Aromatic,catE
BD129,K07104,Styrene,catE
BD129,K07104,Cl. cyclohexane and Cl. benzene,catE
BD129,K07516,Benzoate,fadN
BD129,K10217,Aromatic,dmpC
BD129,K10217,Benzoate,dmpC
BD129,K10217,Xylene,dmpC
BD129,K10218,Benzoate,ligK
BD129,K13767,Benzoate,fadB
BD129,K14338,Aminobenzoate,cypD_E
BD129,K21759,Aromatic,bsdD
BD129,K21759,Aminobenzoate,bsdD
BD132,K00001,Naphthalene,E1.1.1.1
BD132,K00001,Cytochrome P450,E1.1.1.1
BD132,K00001,Aromatic,E1.1.1.1
BD132,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD132,K00074,Benzoate,paaH
BD132,K00121,Aromatic,frmA
BD132,K00121,Naphthalene,frmA
BD132,K00121,Cytochrome P450,frmA
BD132,K00121,Cl. alkane and Cl.alkene,frmA
BD132,K00128,Cl. alkane and Cl.alkene,ALDH
BD132,K00146,Styrene,feaB
BD132,K00148,Cl. alkane and Cl.alkene,fdhA
BD132,K00626,Benzoate,ACAT
BD132,K00632,Benzoate,fadA
BD132,K00632,Ethylbenzene,fadA
BD132,K01034,Aminobenzoate,atoD
BD132,K01035,Aminobenzoate,atoA
BD132,K01101,Aminobenzoate,E3.1.3.41
BD132,K01426,Aminobenzoate,E3.5.1.4
BD132,K01426,Styrene,E3.5.1.4
BD132,K01512,Aminobenzoate,acyP
BD132,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD132,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD132,K01563,Cl. cyclohexane and Cl. benzene,dhaA
BD132,K01563,Cl. alkane and Cl.alkene,dhaA
BD132,K01607,Benzoate,pcaC
BD132,K01607,Aromatic,pcaC
BD132,K01821,Benzoate,praC
BD132,K01821,Dioxin,praC
BD132,K01821,Xylene,praC
BD132,K01821,Aromatic,praC
BD132,K15765,Toluene,tmoF
BD132,K15765,Aromatic,tmoF
BD132,K07104,Benzoate,catE
BD132,K07104,Xylene,catE
BD132,K07104,Aromatic,catE
BD132,K07104,Styrene,catE
BD132,K07104,Cl. cyclohexane and Cl. benzene,catE
BD132,K07516,Benzoate,fadN
BD132,K10218,Benzoate,ligK
BD132,K13767,Benzoate,fadB
BD132,K14338,Aminobenzoate,cypD_E
BD166,K00001,Naphthalene,E1.1.1.1
BD166,K00001,Cytochrome P450,E1.1.1.1
BD166,K00001,Aromatic,E1.1.1.1
BD166,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD166,K00074,Benzoate,paaH
BD166,K00121,Aromatic,frmA
BD166,K00121,Naphthalene,frmA
BD166,K00121,Cytochrome P450,frmA
BD166,K00121,Cl. alkane and Cl.alkene,frmA
BD166,K00128,Cl. alkane and Cl.alkene,ALDH
BD166,K00146,Styrene,feaB
BD166,K00252,Benzoate,GCDH
BD166,K00483,Aromatic,hpaB
BD166,K00626,Benzoate,ACAT
BD166,K00632,Benzoate,fadA
BD166,K00632,Ethylbenzene,fadA
BD166,K01034,Aminobenzoate,atoD
BD166,K01035,Aminobenzoate,atoA
BD166,K01101,Aminobenzoate,E3.1.3.41
BD166,K01426,Aminobenzoate,E3.5.1.4
BD166,K01426,Styrene,E3.5.1.4
BD166,K01428,Atrazine,ureC
BD166,K01429,Atrazine,ureB
BD166,K01430,Atrazine,ureA
BD166,K01457,Atrazine,atzF
BD166,K01512,Aminobenzoate,acyP
BD166,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD166,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD166,K01563,Cl. cyclohexane and Cl. benzene,dhaA
BD166,K01563,Cl. alkane and Cl.alkene,dhaA
BD166,K01607,Benzoate,pcaC
BD166,K01607,Aromatic,pcaC
BD166,K01612,Aromatic,bsdC
BD166,K01612,Aminobenzoate,bsdC
BD166,K01666,Xylene,mhpE
BD166,K01666,Dioxin,mhpE
BD166,K01666,Benzoate,mhpE
BD166,K01666,Aromatic,mhpE
BD166,K01821,Benzoate,praC
BD166,K01821,Dioxin,praC
BD166,K01821,Xylene,praC
BD166,K01821,Aromatic,praC
BD166,K01941,Atrazine,uca
BD166,K03186,Aromatic,ubiX
BD166,K03186,Aminobenzoate,ubiX
BD166,K15765,Toluene,tmoF
BD166,K15765,Aromatic,tmoF
BD166,K05921,Aromatic,hpaG
BD166,K06446,Caprolactam,DCAA
BD166,K07104,Benzoate,catE
BD166,K07104,Xylene,catE
BD166,K07104,Aromatic,catE
BD166,K07104,Styrene,catE
BD166,K07104,Cl. cyclohexane and Cl. benzene,catE
BD166,K07516,Benzoate,fadN
BD166,K10218,Benzoate,ligK
BD166,K10680,Nitrotoluene,nemA
BD166,K13767,Benzoate,fadB
BD166,K13954,Naphthalene,yiaY
BD166,K13954,Aromatic,yiaY
BD166,K13954,Cl. alkane and Cl.alkene,yiaY
BD166,K14338,Aminobenzoate,cypD_E
BD166,K21759,Aromatic,bsdD
BD166,K21759,Aminobenzoate,bsdD
BD48,K00001,Naphthalene,E1.1.1.1
BD48,K00001,Cytochrome P450,E1.1.1.1
BD48,K00001,Aromatic,E1.1.1.1
BD48,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD48,K10617,Xylene,cymB
BD48,K10617,Aromatic,cymB
BD48,K00074,Benzoate,paaH
BD48,K00121,Aromatic,frmA
BD48,K00121,Naphthalene,frmA
BD48,K00121,Cytochrome P450,frmA
BD48,K00121,Cl. alkane and Cl.alkene,frmA
BD48,K00128,Cl. alkane and Cl.alkene,ALDH
BD48,K00146,Styrene,feaB
BD48,K00252,Benzoate,GCDH
BD48,K16246,Cl. cyclohexane and Cl. benzene,dmpP
BD48,K16246,Toluene,dmpP
BD48,K16246,Aromatic,dmpP
BD48,K16246,Benzoate,dmpP
BD48,K00529,Aromatic,hcaD
BD48,K00448,PAH,pcaG
BD48,K00448,Aromatic,pcaG
BD48,K00448,Benzoate,pcaG
BD48,K00449,PAH,pcaH
BD48,K00449,Aromatic,pcaH
BD48,K00449,Benzoate,pcaH
BD48,K00481,Aromatic,pobA
BD48,K00481,Benzoate,pobA
BD48,K05712,Aromatic,mhpA
BD48,K00496,Caprolactam,alkB1_2
BD48,K00626,Benzoate,ACAT
BD48,K00632,Benzoate,fadA
BD48,K00632,Ethylbenzene,fadA
BD48,K07823,Benzoate,pcaF
BD48,K00799,Cytochrome P450,GST
BD48,K01031,Benzoate,pcaI
BD48,K01032,Benzoate,pcaJ
BD48,K01055,Benzoate,pcaD
BD48,K01055,Aromatic,pcaD
BD48,K01061,Toluene,E3.1.1.45
BD48,K01061,Fluorobenzoate,E3.1.1.45
BD48,K01061,Cl. cyclohexane and Cl. benzene,E3.1.1.45
BD48,K01075,Benzoate,E3.1.2.23
BD48,K01426,Aminobenzoate,E3.5.1.4
BD48,K01426,Styrene,E3.5.1.4
BD48,K01428,Atrazine,ureC
BD48,K01429,Atrazine,ureB
BD48,K01430,Atrazine,ureA
BD48,K01457,Atrazine,atzF
BD48,K01501,Styrene,E3.5.5.1
BD48,K01501,Aminobenzoate,E3.5.5.1
BD48,K01555,Styrene,FAH
BD48,K01607,Benzoate,pcaC
BD48,K01607,Aromatic,pcaC
BD48,K01692,Benzoate,paaF
BD48,K01692,Aminobenzoate,paaF
BD48,K01692,Caprolactam,paaF
BD48,K01782,Benzoate,fadJ
BD48,K01782,Caprolactam,fadJ
BD48,K01825,Caprolactam,fadB
BD48,K01825,Benzoate,fadB
BD48,K01800,Styrene,maiA
BD48,K01826,Aromatic,hpaF
BD48,K01856,Fluorobenzoate,catB
BD48,K01856,Benzoate,catB
BD48,K01856,Aromatic,catB
BD48,K01856,Cl. cyclohexane and Cl. benzene,catB
BD48,K01856,Toluene,catB
BD48,K01857,Aromatic,pcaB
BD48,K01857,Benzoate,pcaB
BD48,K01941,Atrazine,uca
BD48,K03333,Steroid,choD
BD48,K03379,Aromatic,chnB
BD48,K03379,Caprolactam,chnB
BD48,K03381,Cl. cyclohexane and Cl. benzene,catA
BD48,K03381,Toluene,catA
BD48,K03381,Benzoate,catA
BD48,K03381,Fluorobenzoate,catA
BD48,K03381,Aromatic,catA
BD48,K03464,Aromatic,catC
BD48,K03464,Benzoate,catC
BD48,K03862,Aminobenzoate,vanA
BD48,K03863,Aminobenzoate,vanB
BD48,K05549,Fluorobenzoate,benA-xylX
BD48,K05549,Aromatic,benA-xylX
BD48,K05549,Xylene,benA-xylX
BD48,K05549,Benzoate,benA-xylX
BD48,K05550,Benzoate,benB-xylY
BD48,K05550,Fluorobenzoate,benB-xylY
BD48,K05550,Xylene,benB-xylY
BD48,K05550,Aromatic,benB-xylY
BD48,K05599,Aminobenzoate,antA
BD48,K05600,Aminobenzoate,antB
BD48,K05710,Aromatic,hcaC
BD48,K18248,Aminobenzoate,andAb
BD48,K05783,Aromatic,benD-xylL
BD48,K05783,Benzoate,benD-xylL
BD48,K05783,Xylene,benD-xylL
BD48,K05783,Fluorobenzoate,benD-xylL
BD48,K05784,Xylene,benC-xylZ
BD48,K05784,Benzoate,benC-xylZ
BD48,K05784,Aromatic,benC-xylZ
BD48,K05784,Fluorobenzoate,benC-xylZ
BD48,K14581,Nitrotoluene,nahAa
BD48,K14581,Aminobenzoate,nahAa
BD48,K14581,Ethylbenzene,nahAa
BD48,K14581,Naphthalene,nahAa
BD48,K14581,PAH,nahAa
BD48,K14581,Aromatic,nahAa
BD48,K16161,Aromatic,mmoC
BD48,K06446,Caprolactam,DCAA
BD48,K10679,Nitrotoluene,nfnB
BD48,K10680,Nitrotoluene,nemA
BD48,K11311,Aminobenzoate,antC
BD48,K13954,Naphthalene,yiaY
BD48,K13954,Aromatic,yiaY
BD48,K13954,Cl. alkane and Cl.alkene,yiaY
BD48,K14731,Aromatic,mlhB
BD48,K14731,Caprolactam,mlhB
BD48,K16242,Aromatic,dmpN
BD48,K16242,Benzoate,dmpN
BD48,K16242,Cl. cyclohexane and Cl. benzene,dmpN
BD48,K16242,Toluene,dmpN
BD48,K16243,Aromatic,dmpL
BD48,K16243,Cl. cyclohexane and Cl. benzene,dmpL
BD48,K16243,Toluene,dmpL
BD48,K16243,Benzoate,dmpL
BD48,K16244,Toluene,dmpM
BD48,K16244,Benzoate,dmpM
BD48,K16244,Cl. cyclohexane and Cl. benzene,dmpM
BD48,K16244,Aromatic,dmpM
BD48,K16245,Benzoate,dmpO
BD48,K16245,Cl. cyclohexane and Cl. benzene,dmpO
BD48,K16245,Aromatic,dmpO
BD48,K16245,Toluene,dmpO
BD48,K16249,Cl. cyclohexane and Cl. benzene,dmpK
BD48,K16249,Aromatic,dmpK
BD48,K16249,Benzoate,dmpK
BD48,K16249,Toluene,dmpK
BD48,K18242,Naphthalene,nagG
BD48,K21105,PAH,E3.1.1.102
BD48,K21802,Aminobenzoate,vdh
BD50,K00001,Naphthalene,E1.1.1.1
BD50,K00001,Cytochrome P450,E1.1.1.1
BD50,K00001,Aromatic,E1.1.1.1
BD50,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD50,K00074,Benzoate,paaH
BD50,K00121,Aromatic,frmA
BD50,K00121,Naphthalene,frmA
BD50,K00121,Cytochrome P450,frmA
BD50,K00121,Cl. alkane and Cl.alkene,frmA
BD50,K00128,Cl. alkane and Cl.alkene,ALDH
BD50,K00146,Styrene,feaB
BD50,K00148,Cl. alkane and Cl.alkene,fdhA
BD50,K00626,Benzoate,ACAT
BD50,K00632,Benzoate,fadA
BD50,K00632,Ethylbenzene,fadA
BD50,K01034,Aminobenzoate,atoD
BD50,K01035,Aminobenzoate,atoA
BD50,K01101,Aminobenzoate,E3.1.3.41
BD50,K01426,Aminobenzoate,E3.5.1.4
BD50,K01426,Styrene,E3.5.1.4
BD50,K01512,Aminobenzoate,acyP
BD50,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD50,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD50,K01563,Cl. cyclohexane and Cl. benzene,dhaA
BD50,K01563,Cl. alkane and Cl.alkene,dhaA
BD50,K01607,Benzoate,pcaC
BD50,K01607,Aromatic,pcaC
BD50,K01821,Benzoate,praC
BD50,K01821,Dioxin,praC
BD50,K01821,Xylene,praC
BD50,K01821,Aromatic,praC
BD50,K15765,Toluene,tmoF
BD50,K15765,Aromatic,tmoF
BD50,K07104,Benzoate,catE
BD50,K07104,Xylene,catE
BD50,K07104,Aromatic,catE
BD50,K07104,Styrene,catE
BD50,K07104,Cl. cyclohexane and Cl. benzene,catE
BD50,K07516,Benzoate,fadN
BD50,K10218,Benzoate,ligK
BD50,K13767,Benzoate,fadB
BD50,K14338,Aminobenzoate,cypD_E
BD54,K00001,Naphthalene,E1.1.1.1
BD54,K00001,Cytochrome P450,E1.1.1.1
BD54,K00001,Aromatic,E1.1.1.1
BD54,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD54,K10617,Xylene,cymB
BD54,K10617,Aromatic,cymB
BD54,K00074,Benzoate,paaH
BD54,K00121,Aromatic,frmA
BD54,K00121,Naphthalene,frmA
BD54,K00121,Cytochrome P450,frmA
BD54,K00121,Cl. alkane and Cl.alkene,frmA
BD54,K00128,Cl. alkane and Cl.alkene,ALDH
BD54,K00146,Styrene,feaB
BD54,K00252,Benzoate,GCDH
BD54,K16246,Cl. cyclohexane and Cl. benzene,dmpP
BD54,K16246,Toluene,dmpP
BD54,K16246,Aromatic,dmpP
BD54,K16246,Benzoate,dmpP
BD54,K00529,Aromatic,hcaD
BD54,K00448,PAH,pcaG
BD54,K00448,Aromatic,pcaG
BD54,K00448,Benzoate,pcaG
BD54,K00449,PAH,pcaH
BD54,K00449,Aromatic,pcaH
BD54,K00449,Benzoate,pcaH
BD54,K00481,Aromatic,pobA
BD54,K00481,Benzoate,pobA
BD54,K05712,Aromatic,mhpA
BD54,K00496,Caprolactam,alkB1_2
BD54,K00626,Benzoate,ACAT
BD54,K00632,Benzoate,fadA
BD54,K00632,Ethylbenzene,fadA
BD54,K07823,Benzoate,pcaF
BD54,K00799,Cytochrome P450,GST
BD54,K01031,Benzoate,pcaI
BD54,K01032,Benzoate,pcaJ
BD54,K01055,Benzoate,pcaD
BD54,K01055,Aromatic,pcaD
BD54,K01061,Toluene,E3.1.1.45
BD54,K01061,Fluorobenzoate,E3.1.1.45
BD54,K01061,Cl. cyclohexane and Cl. benzene,E3.1.1.45
BD54,K01075,Benzoate,E3.1.2.23
BD54,K01426,Aminobenzoate,E3.5.1.4
BD54,K01426,Styrene,E3.5.1.4
BD54,K01428,Atrazine,ureC
BD54,K01429,Atrazine,ureB
BD54,K01430,Atrazine,ureA
BD54,K01457,Atrazine,atzF
BD54,K01501,Styrene,E3.5.5.1
BD54,K01501,Aminobenzoate,E3.5.5.1
BD54,K01555,Styrene,FAH
BD54,K01607,Benzoate,pcaC
BD54,K01607,Aromatic,pcaC
BD54,K01692,Benzoate,paaF
BD54,K01692,Aminobenzoate,paaF
BD54,K01692,Caprolactam,paaF
BD54,K01782,Benzoate,fadJ
BD54,K01782,Caprolactam,fadJ
BD54,K01825,Caprolactam,fadB
BD54,K01825,Benzoate,fadB
BD54,K01800,Styrene,maiA
BD54,K01826,Aromatic,hpaF
BD54,K01856,Fluorobenzoate,catB
BD54,K01856,Benzoate,catB
BD54,K01856,Aromatic,catB
BD54,K01856,Cl. cyclohexane and Cl. benzene,catB
BD54,K01856,Toluene,catB
BD54,K01857,Aromatic,pcaB
BD54,K01857,Benzoate,pcaB
BD54,K01941,Atrazine,uca
BD54,K03333,Steroid,choD
BD54,K03379,Aromatic,chnB
BD54,K03379,Caprolactam,chnB
BD54,K03381,Cl. cyclohexane and Cl. benzene,catA
BD54,K03381,Toluene,catA
BD54,K03381,Benzoate,catA
BD54,K03381,Fluorobenzoate,catA
BD54,K03381,Aromatic,catA
BD54,K03464,Aromatic,catC
BD54,K03464,Benzoate,catC
BD54,K03862,Aminobenzoate,vanA
BD54,K03863,Aminobenzoate,vanB
BD54,K05549,Fluorobenzoate,benA-xylX
BD54,K05549,Aromatic,benA-xylX
BD54,K05549,Xylene,benA-xylX
BD54,K05549,Benzoate,benA-xylX
BD54,K05550,Benzoate,benB-xylY
BD54,K05550,Fluorobenzoate,benB-xylY
BD54,K05550,Xylene,benB-xylY
BD54,K05550,Aromatic,benB-xylY
BD54,K05599,Aminobenzoate,antA
BD54,K05600,Aminobenzoate,antB
BD54,K05710,Aromatic,hcaC
BD54,K18248,Aminobenzoate,andAb
BD54,K05783,Aromatic,benD-xylL
BD54,K05783,Benzoate,benD-xylL
BD54,K05783,Xylene,benD-xylL
BD54,K05783,Fluorobenzoate,benD-xylL
BD54,K05784,Xylene,benC-xylZ
BD54,K05784,Benzoate,benC-xylZ
BD54,K05784,Aromatic,benC-xylZ
BD54,K05784,Fluorobenzoate,benC-xylZ
BD54,K14581,Nitrotoluene,nahAa
BD54,K14581,Aminobenzoate,nahAa
BD54,K14581,Ethylbenzene,nahAa
BD54,K14581,Naphthalene,nahAa
BD54,K14581,PAH,nahAa
BD54,K14581,Aromatic,nahAa
BD54,K16161,Aromatic,mmoC
BD54,K06446,Caprolactam,DCAA
BD54,K10679,Nitrotoluene,nfnB
BD54,K10680,Nitrotoluene,nemA
BD54,K11311,Aminobenzoate,antC
BD54,K13954,Naphthalene,yiaY
BD54,K13954,Aromatic,yiaY
BD54,K13954,Cl. alkane and Cl.alkene,yiaY
BD54,K14731,Aromatic,mlhB
BD54,K14731,Caprolactam,mlhB
BD54,K16242,Aromatic,dmpN
BD54,K16242,Benzoate,dmpN
BD54,K16242,Cl. cyclohexane and Cl. benzene,dmpN
BD54,K16242,Toluene,dmpN
BD54,K16243,Aromatic,dmpL
BD54,K16243,Cl. cyclohexane and Cl. benzene,dmpL
BD54,K16243,Toluene,dmpL
BD54,K16243,Benzoate,dmpL
BD54,K16244,Toluene,dmpM
BD54,K16244,Benzoate,dmpM
BD54,K16244,Cl. cyclohexane and Cl. benzene,dmpM
BD54,K16244,Aromatic,dmpM
BD54,K16245,Benzoate,dmpO
BD54,K16245,Cl. cyclohexane and Cl. benzene,dmpO
BD54,K16245,Aromatic,dmpO
BD54,K16245,Toluene,dmpO
BD54,K16249,Cl. cyclohexane and Cl. benzene,dmpK
BD54,K16249,Aromatic,dmpK
BD54,K16249,Benzoate,dmpK
BD54,K16249,Toluene,dmpK
BD54,K18242,Naphthalene,nagG
BD54,K21105,PAH,E3.1.1.102
BD54,K21802,Aminobenzoate,vdh
BD61,K00001,Naphthalene,E1.1.1.1
BD61,K00001,Cytochrome P450,E1.1.1.1
BD61,K00001,Aromatic,E1.1.1.1
BD61,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD61,K00074,Benzoate,paaH
BD61,K00121,Aromatic,frmA
BD61,K00121,Naphthalene,frmA
BD61,K00121,Cytochrome P450,frmA
BD61,K00121,Cl. alkane and Cl.alkene,frmA
BD61,K00128,Cl. alkane and Cl.alkene,ALDH
BD61,K00141,Aromatic,xylC
BD61,K00141,Toluene,xylC
BD61,K00141,Aminobenzoate,xylC
BD61,K00141,Xylene,xylC
BD61,K21802,Aminobenzoate,vdh
BD61,K00148,Cl. alkane and Cl.alkene,fdhA
BD61,K00252,Benzoate,GCDH
BD61,K00448,PAH,pcaG
BD61,K00448,Aromatic,pcaG
BD61,K00448,Benzoate,pcaG
BD61,K00449,PAH,pcaH
BD61,K00449,Aromatic,pcaH
BD61,K00449,Benzoate,pcaH
BD61,K00480,Aromatic,E1.14.13.1
BD61,K00480,Dioxin,E1.14.13.1
BD61,K00480,Naphthalene,E1.14.13.1
BD61,K00480,PAH,E1.14.13.1
BD61,K00481,Aromatic,pobA
BD61,K00481,Benzoate,pobA
BD61,K14581,Nitrotoluene,nahAa
BD61,K14581,Aminobenzoate,nahAa
BD61,K14581,Ethylbenzene,nahAa
BD61,K14581,Naphthalene,nahAa
BD61,K14581,PAH,nahAa
BD61,K14581,Aromatic,nahAa
BD61,K00529,Aromatic,hcaD
BD61,K00626,Benzoate,ACAT
BD61,K00632,Benzoate,fadA
BD61,K00632,Ethylbenzene,fadA
BD61,K07823,Benzoate,pcaF
BD61,K00799,Cytochrome P450,GST
BD61,K01026,Styrene,pct
BD61,K01031,Benzoate,pcaI
BD61,K01032,Benzoate,pcaJ
BD61,K01053,Aromatic,gnl
BD61,K01053,Caprolactam,gnl
BD61,K01055,Benzoate,pcaD
BD61,K01055,Aromatic,pcaD
BD61,K14727,Benzoate,pcaL
BD61,K14727,Aromatic,pcaL
BD61,K01061,Toluene,E3.1.1.45
BD61,K01061,Fluorobenzoate,E3.1.1.45
BD61,K01061,Cl. cyclohexane and Cl. benzene,E3.1.1.45
BD61,K01426,Aminobenzoate,E3.5.1.4
BD61,K01426,Styrene,E3.5.1.4
BD61,K01428,Atrazine,ureC
BD61,K01429,Atrazine,ureB
BD61,K01430,Atrazine,ureA
BD61,K14048,Atrazine,ureAB
BD61,K01501,Styrene,E3.5.5.1
BD61,K01501,Aminobenzoate,E3.5.5.1
BD61,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD61,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD61,K01607,Benzoate,pcaC
BD61,K01607,Aromatic,pcaC
BD61,K01692,Benzoate,paaF
BD61,K01692,Aminobenzoate,paaF
BD61,K01692,Caprolactam,paaF
BD61,K01782,Benzoate,fadJ
BD61,K01782,Caprolactam,fadJ
BD61,K01826,Aromatic,hpaF
BD61,K01857,Aromatic,pcaB
BD61,K01857,Benzoate,pcaB
BD61,K03186,Aromatic,ubiX
BD61,K03186,Aminobenzoate,ubiX
BD61,K05797,Toluene,pchF
BD61,K07104,Benzoate,catE
BD61,K07104,Xylene,catE
BD61,K07104,Aromatic,catE
BD61,K07104,Styrene,catE
BD61,K07104,Cl. cyclohexane and Cl. benzene,catE
BD61,K10680,Nitrotoluene,nemA
BD61,K13953,Aromatic,adhP
BD61,K13953,Naphthalene,adhP
BD61,K13953,Cytochrome P450,adhP
BD61,K13953,Cl. alkane and Cl.alkene,adhP
BD61,K16048,Steroid,hsaB
BD67,K00001,Naphthalene,E1.1.1.1
BD67,K00001,Cytochrome P450,E1.1.1.1
BD67,K00001,Aromatic,E1.1.1.1
BD67,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD67,K00074,Benzoate,paaH
BD67,K00121,Aromatic,frmA
BD67,K00121,Naphthalene,frmA
BD67,K00121,Cytochrome P450,frmA
BD67,K00121,Cl. alkane and Cl.alkene,frmA
BD67,K00128,Cl. alkane and Cl.alkene,ALDH
BD67,K00148,Cl. alkane and Cl.alkene,fdhA
BD67,K00252,Benzoate,GCDH
BD67,K00480,Aromatic,E1.14.13.1
BD67,K00480,Dioxin,E1.14.13.1
BD67,K00480,Naphthalene,E1.14.13.1
BD67,K00480,PAH,E1.14.13.1
BD67,K14581,Nitrotoluene,nahAa
BD67,K14581,Aminobenzoate,nahAa
BD67,K14581,Ethylbenzene,nahAa
BD67,K14581,Naphthalene,nahAa
BD67,K14581,PAH,nahAa
BD67,K14581,Aromatic,nahAa
BD67,K00529,Aromatic,hcaD
BD67,K00626,Benzoate,ACAT
BD67,K00799,Cytochrome P450,GST
BD67,K01026,Styrene,pct
BD67,K01053,Aromatic,gnl
BD67,K01053,Caprolactam,gnl
BD67,K01426,Aminobenzoate,E3.5.1.4
BD67,K01426,Styrene,E3.5.1.4
BD67,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD67,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD67,K01692,Benzoate,paaF
BD67,K01692,Aminobenzoate,paaF
BD67,K01692,Caprolactam,paaF
BD67,K01782,Benzoate,fadJ
BD67,K01782,Caprolactam,fadJ
BD67,K01826,Aromatic,hpaF
BD67,K03186,Aromatic,ubiX
BD67,K03186,Aminobenzoate,ubiX
BD67,K07104,Benzoate,catE
BD67,K07104,Xylene,catE
BD67,K07104,Aromatic,catE
BD67,K07104,Styrene,catE
BD67,K07104,Cl. cyclohexane and Cl. benzene,catE
BD67,K10680,Nitrotoluene,nemA
BD67,K16048,Steroid,hsaB
BD67,K18199,Caprolactam,inhA
BD69,K00001,Naphthalene,E1.1.1.1
BD69,K00001,Cytochrome P450,E1.1.1.1
BD69,K00001,Aromatic,E1.1.1.1
BD69,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD69,K13954,Naphthalene,yiaY
BD69,K13954,Aromatic,yiaY
BD69,K13954,Cl. alkane and Cl.alkene,yiaY
BD69,K00121,Aromatic,frmA
BD69,K00121,Naphthalene,frmA
BD69,K00121,Cytochrome P450,frmA
BD69,K00121,Cl. alkane and Cl.alkene,frmA
BD69,K00196,Nitrotoluene,cooF
BD69,K04117,Benzoate,aliB
BD69,K00448,PAH,pcaG
BD69,K00448,Aromatic,pcaG
BD69,K00448,Benzoate,pcaG
BD69,K00449,PAH,pcaH
BD69,K00449,Aromatic,pcaH
BD69,K00449,Benzoate,pcaH
BD69,K00480,Aromatic,E1.14.13.1
BD69,K00480,Dioxin,E1.14.13.1
BD69,K00480,Naphthalene,E1.14.13.1
BD69,K00480,PAH,E1.14.13.1
BD69,K22270,Benzoate,nagX
BD69,K00481,Aromatic,pobA
BD69,K00481,Benzoate,pobA
BD69,K05712,Aromatic,mhpA
BD69,K00626,Benzoate,ACAT
BD69,K00632,Benzoate,fadA
BD69,K00632,Ethylbenzene,fadA
BD69,K07823,Benzoate,pcaF
BD69,K00799,Cytochrome P450,GST
BD69,K01026,Styrene,pct
BD69,K19709,Aminobenzoate,ydiF
BD69,K01031,Benzoate,pcaI
BD69,K01035,Aminobenzoate,atoA
BD69,K01032,Benzoate,pcaJ
BD69,K01034,Aminobenzoate,atoD
BD69,K01055,Benzoate,pcaD
BD69,K01055,Aromatic,pcaD
BD69,K01061,Toluene,E3.1.1.45
BD69,K01061,Fluorobenzoate,E3.1.1.45
BD69,K01061,Cl. cyclohexane and Cl. benzene,E3.1.1.45
BD69,K01075,Benzoate,E3.1.2.23
BD69,K01101,Aminobenzoate,E3.1.3.41
BD69,K01428,Atrazine,ureC
BD69,K01429,Atrazine,ureB
BD69,K01430,Atrazine,ureA
BD69,K14048,Atrazine,ureAB
BD69,K01457,Atrazine,atzF
BD69,K01941,Atrazine,uca
BD69,K01512,Aminobenzoate,acyP
BD69,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD69,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD69,K01607,Benzoate,pcaC
BD69,K01607,Aromatic,pcaC
BD69,K01612,Aromatic,bsdC
BD69,K01612,Aminobenzoate,bsdC
BD69,K01782,Benzoate,fadJ
BD69,K01782,Caprolactam,fadJ
BD69,K01825,Caprolactam,fadB
BD69,K01825,Benzoate,fadB
BD69,K01800,Styrene,maiA
BD69,K01821,Benzoate,praC
BD69,K01821,Dioxin,praC
BD69,K01821,Xylene,praC
BD69,K01821,Aromatic,praC
BD69,K01856,Fluorobenzoate,catB
BD69,K01856,Benzoate,catB
BD69,K01856,Aromatic,catB
BD69,K01856,Cl. cyclohexane and Cl. benzene,catB
