Sample,ko,cpd,compoundname,genesymbol,referenceAG,compoundclass,enzyme_activity
BD132,K00384,C10312,Danthron,trxB,IARC2B,Aromatic,reductase
BD132,K00384,C19302,Thioacetamide,trxB,IARC2B,Nitrogen-containing,reductase
BD132,K00384,C19302,Thioacetamide,trxB,IARC2B,Sulfur-containing,reductase
BD132,K00384,C19302,Thioacetamide,trxB,IARC2B,Aliphatic,reductase
BD132,K00432,C01576,Etoposide,gpx,IARC1,Polyaromatic,peroxidase
BD132,K00459,C02116,2-Nitropropane,ncd2,IARC2B,Nitrogen-containing,monooxygenase
BD132,K00459,C02116,2-Nitropropane,ncd2,IARC2B,Aliphatic,monooxygenase
BD132,K00459,C13377,Mercuric chloride,ncd2,WFD,Metal,monooxygenase
BD132,K00459,C13377,Mercuric chloride,ncd2,ATSDR,Metal,monooxygenase
BD132,K00459,C13377,Mercuric chloride,ncd2,WFD,Chlorinated,monooxygenase
BD132,K00459,C13377,Mercuric chloride,ncd2,ATSDR,Chlorinated,monooxygenase
BD132,K00459,C19275,Nitromethane,ncd2,IARC2B,Nitrogen-containing,monooxygenase
BD132,K00459,C19275,Nitromethane,ncd2,IARC2B,Inorganic,monooxygenase
BD132,K00459,C00084,Acetaldehyde,ncd2,IARC1,Aliphatic,monooxygenase
BD132,K00459,C00084,Acetaldehyde,ncd2,IARC2B,Aliphatic,monooxygenase
BD132,K00459,C00084,Acetaldehyde,ncd2,PSL,Aliphatic,monooxygenase
BD132,K00459,C00088,Nitrite,ncd2,ATSDR,Nitrogen-containing,monooxygenase
BD132,K00459,C00088,Nitrite,ncd2,ATSDR,Inorganic,monooxygenase
BD132,K00560,C19239,Ethyl methanesulfonate,thyA,IARC2B,Organosulfur,synthase
BD132,K00560,C19239,Ethyl methanesulfonate,thyA,IARC2B,Aliphatic,synthase
BD132,K00567,C18447,Methyl bromide,ogt,EPA,Halogenated,methyltransferase
BD132,K00567,C18447,Methyl bromide,ogt,EPA,Aliphatic,methyltransferase
BD132,K13531,C18447,Methyl bromide,adaB,EPA,Halogenated,methyltransferase
BD132,K13531,C18447,Methyl bromide,adaB,EPA,Aliphatic,methyltransferase
BD132,K00600,C19246,Glycidaldehyde,glyA,IARC2B,Aliphatic,hydroxymethyltransferase
BD132,K00605,C00014,Ammonia,gcvT,PSL,Nitrogen-containing,glycine cleavage system
BD132,K00605,C00014,Ammonia,gcvT,ATSDR,Nitrogen-containing,glycine cleavage system
BD132,K00606,C00067,Formaldehyde,panB,ATSDR,Aliphatic,hydroxymethyltransferase
BD132,K00606,C00067,Formaldehyde,panB,PSL,Aliphatic,hydroxymethyltransferase
BD132,K00606,C00067,Formaldehyde,panB,IARC1,Aliphatic,hydroxymethyltransferase
BD132,K00620,C15234,Lead nitrate,argJ,EPC,Metal,N-acetyltransferase
BD132,K00620,C15234,Lead nitrate,argJ,WFD,Metal,N-acetyltransferase
BD132,K00620,C15234,Lead nitrate,argJ,EPC,Inorganic,N-acetyltransferase
BD132,K00620,C15234,Lead nitrate,argJ,WFD,Inorganic,N-acetyltransferase
BD132,K00620,C15234,Lead nitrate,argJ,EPC,Nitrogen-containing,N-acetyltransferase
BD132,K00620,C15234,Lead nitrate,argJ,WFD,Nitrogen-containing,N-acetyltransferase
BD132,K00675,C19244,Glu-P-1,nhoA,IARC2B,Nitrogen-containing,O-acetyltransferase
BD132,K00675,C19244,Glu-P-1,nhoA,IARC2B,Aliphatic,O-acetyltransferase
BD132,K00681,C02227,2-Naphthylamine,ggt,IARC1,Nitrogen-containing,gamma-glutamyltranspeptidase
BD132,K00681,C02227,2-Naphthylamine,ggt,IARC1,Polyaromatic,gamma-glutamyltranspeptidase
BD132,K00686,C14322,Chlorpyrifos,tgl,EPC,Organophosphorus,gamma-glutamyltransferase
BD132,K00686,C14322,Chlorpyrifos,tgl,WFD,Organophosphorus,gamma-glutamyltransferase
BD132,K00686,C14322,Chlorpyrifos,tgl,ATSDR,Organophosphorus,gamma-glutamyltransferase
BD132,K00686,C14322,Chlorpyrifos,tgl,EPC,Chlorinated,gamma-glutamyltransferase
BD132,K00686,C14322,Chlorpyrifos,tgl,WFD,Chlorinated,gamma-glutamyltransferase
BD132,K00686,C14322,Chlorpyrifos,tgl,ATSDR,Chlorinated,gamma-glutamyltransferase
BD132,K00686,C00014,Ammonia,tgl,PSL,Nitrogen-containing,gamma-glutamyltransferase
BD132,K00686,C00014,Ammonia,tgl,ATSDR,Nitrogen-containing,gamma-glutamyltransferase
BD132,K00761,C19304,Thiouracil,upp,IARC2B,Nitrogen-containing,phosphoribosyltransferase
BD132,K00761,C19304,Thiouracil,upp,IARC2B,Sulfur-containing,phosphoribosyltransferase
BD132,K00761,C19304,Thiouracil,upp,IARC2B,Aliphatic,phosphoribosyltransferase
BD132,K13497,C00014,Ammonia,trpGD,PSL,Nitrogen-containing,synthase
BD132,K13497,C00014,Ammonia,trpGD,ATSDR,Nitrogen-containing,synthase
BD132,K00789,C07561,Carbon tetrachloride,metK,EPC,Chlorinated,synthetase
BD132,K00789,C07561,Carbon tetrachloride,metK,IARC2B,Chlorinated,synthetase
BD132,K00789,C07561,Carbon tetrachloride,metK,EPA,Chlorinated,synthetase
BD132,K00789,C07561,Carbon tetrachloride,metK,ATSDR,Chlorinated,synthetase
BD132,K00789,C07561,Carbon tetrachloride,metK,CONAMA,Chlorinated,synthetase
BD132,K00823,C10984,Cypermethrin,puuE,EPC,Polyaromatic,aminotransferase
BD132,K00823,C10984,Cypermethrin,puuE,EPC,Chlorinated,aminotransferase
BD132,K00823,C10984,Cypermethrin,puuE,EPC,Nitrogen-containing,aminotransferase
BD132,K00823,C19304,Thiouracil,puuE,IARC2B,Nitrogen-containing,aminotransferase
BD132,K00823,C19304,Thiouracil,puuE,IARC2B,Sulfur-containing,aminotransferase
BD132,K00823,C19304,Thiouracil,puuE,IARC2B,Aliphatic,aminotransferase
BD132,K07250,C10984,Cypermethrin,gabT,EPC,Polyaromatic,aminotransferase
BD132,K07250,C10984,Cypermethrin,gabT,EPC,Chlorinated,aminotransferase
BD132,K07250,C10984,Cypermethrin,gabT,EPC,Nitrogen-containing,aminotransferase
BD132,K07250,C19304,Thiouracil,gabT,IARC2B,Nitrogen-containing,aminotransferase
BD132,K07250,C19304,Thiouracil,gabT,IARC2B,Sulfur-containing,aminotransferase
BD132,K07250,C19304,Thiouracil,gabT,IARC2B,Aliphatic,aminotransferase
BD132,K00824,C19263,Methyl isobutyl ketone,dat,IARC2B,Aliphatic,transaminase
BD132,K00845,C15234,Lead nitrate,glk,WFD,Metal,glucokinase
BD132,K00845,C15234,Lead nitrate,glk,EPC,Metal,glucokinase
BD132,K00845,C15234,Lead nitrate,glk,WFD,Inorganic,glucokinase
BD132,K00845,C15234,Lead nitrate,glk,EPC,Inorganic,glucokinase
BD132,K00845,C15234,Lead nitrate,glk,WFD,Nitrogen-containing,glucokinase
BD132,K00845,C15234,Lead nitrate,glk,EPC,Nitrogen-containing,glucokinase
BD132,K00857,C07207,Zalcitabine,tdk,IARC2B,Nitrogen-containing,kinase
BD132,K00857,C07210,Zidovudine,tdk,IARC2B,Nitrogen-containing,kinase
BD132,K00864,C18676,alpha-Chlorohydrin,glpK,IARC2B,Chlorinated,kinase
BD132,K00864,C18676,alpha-Chlorohydrin,glpK,IARC2B,Aliphatic,kinase
BD132,K00927,C07207,Zalcitabine,PGK,IARC2B,Nitrogen-containing,kinase
BD132,K00927,C07316,Sulfasalazine,PGK,IARC2B,Nitrogen-containing,kinase
BD132,K00927,C07316,Sulfasalazine,PGK,IARC2B,Sulfur-containing,kinase
BD132,K00927,C07316,Sulfasalazine,PGK,IARC2B,Polyaromatic,kinase
BD132,K00929,C19309,Vinyl acetate,buk,IARC2B,Aliphatic,kinase
BD132,K00943,C07210,Zidovudine,tmk,IARC2B,Nitrogen-containing,kinase
BD132,K00965,C19262,4-Methylimidazole,galT,IARC2B,Nitrogen-containing,uridylyltransferase
BD132,K00965,C19262,4-Methylimidazole,galT,IARC2B,Aliphatic,uridylyltransferase
BD132,K01046,C13701,2-(4-Chlorophenoxy)propionic acid,lip,IARC2B,Aromatic,lipase
BD132,K01046,C13701,2-(4-Chlorophenoxy)propionic acid,lip,IARC2B,Chlorinated,lipase
BD132,K01046,C14175,Diethyl phthalate,lip,EPA,Aromatic,lipase
BD132,K01046,C19309,Vinyl acetate,lip,IARC2B,Aliphatic,lipase
BD132,K01048,C14430,Dichlorvos,pldB,IARC2B,Organophosphorus,lysophospholipase
BD132,K01048,C14430,Dichlorvos,pldB,EPC,Organophosphorus,lysophospholipase
BD132,K01048,C14430,Dichlorvos,pldB,ATSDR,Organophosphorus,lysophospholipase
BD132,K01048,C14430,Dichlorvos,pldB,IARC2B,Chlorinated,lysophospholipase
BD132,K01048,C14430,Dichlorvos,pldB,EPC,Chlorinated,lysophospholipase
BD132,K01048,C14430,Dichlorvos,pldB,ATSDR,Chlorinated,lysophospholipase
BD132,K01077,C00870,4-Nitrophenol,E3.1.3.1,EPA,Aromatic,phosphatase
BD132,K01077,C00870,4-Nitrophenol,E3.1.3.1,ATSDR,Aromatic,phosphatase
BD132,K01077,C00870,4-Nitrophenol,E3.1.3.1,EPA,Nitrogen-containing,phosphatase
BD132,K01077,C00870,4-Nitrophenol,E3.1.3.1,ATSDR,Nitrogen-containing,phosphatase
BD132,K01081,C07210,Zidovudine,E3.1.3.5,IARC2B,Nitrogen-containing,nucleotidase
BD132,K01081,C07561,Carbon tetrachloride,E3.1.3.5,IARC2B,Chlorinated,nucleotidase
BD132,K01081,C07561,Carbon tetrachloride,E3.1.3.5,EPA,Chlorinated,nucleotidase
BD132,K01081,C07561,Carbon tetrachloride,E3.1.3.5,ATSDR,Chlorinated,nucleotidase
BD132,K01081,C07561,Carbon tetrachloride,E3.1.3.5,CONAMA,Chlorinated,nucleotidase
BD132,K01081,C07561,Carbon tetrachloride,E3.1.3.5,EPC,Chlorinated,nucleotidase
BD132,K01081,C19302,Thioacetamide,E3.1.3.5,IARC2B,Nitrogen-containing,nucleotidase
BD132,K01081,C19302,Thioacetamide,E3.1.3.5,IARC2B,Sulfur-containing,nucleotidase
BD132,K01081,C19302,Thioacetamide,E3.1.3.5,IARC2B,Aliphatic,nucleotidase
BD132,K08693,C07210,Zidovudine,yfkN,IARC2B,Nitrogen-containing,phosphodiesterase
BD132,K08693,C07561,Carbon tetrachloride,yfkN,EPA,Chlorinated,phosphodiesterase
BD132,K08693,C07561,Carbon tetrachloride,yfkN,ATSDR,Chlorinated,phosphodiesterase
BD132,K08693,C07561,Carbon tetrachloride,yfkN,CONAMA,Chlorinated,phosphodiesterase
BD132,K08693,C07561,Carbon tetrachloride,yfkN,EPC,Chlorinated,phosphodiesterase
BD132,K08693,C07561,Carbon tetrachloride,yfkN,IARC2B,Chlorinated,phosphodiesterase
BD132,K08693,C19302,Thioacetamide,yfkN,IARC2B,Nitrogen-containing,phosphodiesterase
BD132,K08693,C19302,Thioacetamide,yfkN,IARC2B,Sulfur-containing,phosphodiesterase
BD132,K08693,C19302,Thioacetamide,yfkN,IARC2B,Aliphatic,phosphodiesterase
BD132,K11751,C07210,Zidovudine,ushA,IARC2B,Nitrogen-containing,nucleotidase
BD132,K11751,C07561,Carbon tetrachloride,ushA,IARC2B,Chlorinated,nucleotidase
BD132,K11751,C07561,Carbon tetrachloride,ushA,EPA,Chlorinated,nucleotidase
BD132,K11751,C07561,Carbon tetrachloride,ushA,ATSDR,Chlorinated,nucleotidase
BD132,K11751,C07561,Carbon tetrachloride,ushA,CONAMA,Chlorinated,nucleotidase
BD132,K11751,C07561,Carbon tetrachloride,ushA,EPC,Chlorinated,nucleotidase
BD132,K11751,C19302,Thioacetamide,ushA,IARC2B,Nitrogen-containing,nucleotidase
BD132,K11751,C19302,Thioacetamide,ushA,IARC2B,Sulfur-containing,nucleotidase
BD132,K11751,C19302,Thioacetamide,ushA,IARC2B,Aliphatic,nucleotidase
BD132,K01090,C05371,Microcystin LR,E3.1.3.16,IARC2B,Nitrogen-containing,phosphatase
BD132,K01090,C05371,Microcystin LR,E3.1.3.16,IARC2B,Aromatic,phosphatase
BD132,K01090,C10984,Cypermethrin,E3.1.3.16,EPC,Polyaromatic,phosphatase
BD132,K01090,C10984,Cypermethrin,E3.1.3.16,EPC,Chlorinated,phosphatase
BD132,K01090,C10984,Cypermethrin,E3.1.3.16,EPC,Nitrogen-containing,phosphatase
BD132,K01101,C00870,4-Nitrophenol,E3.1.3.41,EPA,Aromatic,phosphatase
BD132,K01101,C00870,4-Nitrophenol,E3.1.3.41,ATSDR,Aromatic,phosphatase
BD132,K01101,C00870,4-Nitrophenol,E3.1.3.41,EPA,Nitrogen-containing,phosphatase
BD132,K01101,C00870,4-Nitrophenol,E3.1.3.41,ATSDR,Nitrogen-containing,phosphatase
BD132,K01104,C11195,Mitoxantrone,E3.1.3.48,IARC2B,Nitrogen-containing,phosphatase
BD132,K01104,C11195,Mitoxantrone,E3.1.3.48,IARC2B,Polyaromatic,phosphatase
BD132,K01113,C00870,4-Nitrophenol,phoD,EPA,Aromatic,phosphatase
BD132,K01113,C00870,4-Nitrophenol,phoD,ATSDR,Aromatic,phosphatase
BD132,K01113,C00870,4-Nitrophenol,phoD,EPA,Nitrogen-containing,phosphatase
BD132,K01113,C00870,4-Nitrophenol,phoD,ATSDR,Nitrogen-containing,phosphatase
BD132,K01179,C01783,Arylmercury,E3.2.1.4,WFD,Organometallic,endoglucanase
BD132,K01179,C01783,Arylmercury,E3.2.1.4,EPC,Organometallic,endoglucanase
BD132,K01179,C01783,Arylmercury,E3.2.1.4,WFD,Polyaromatic,endoglucanase
BD132,K01179,C01783,Arylmercury,E3.2.1.4,EPC,Polyaromatic,endoglucanase
BD132,K01181,C15234,Lead nitrate,Xyn,EPC,Metal,"endo-1,4-beta-xylanase [EC:3.2.1.8]"
BD132,K01181,C15234,Lead nitrate,Xyn,WFD,Metal,"endo-1,4-beta-xylanase [EC:3.2.1.8]"
BD132,K01181,C15234,Lead nitrate,Xyn,EPC,Inorganic,"endo-1,4-beta-xylanase [EC:3.2.1.8]"
BD132,K01181,C15234,Lead nitrate,Xyn,WFD,Inorganic,"endo-1,4-beta-xylanase [EC:3.2.1.8]"
BD132,K01181,C15234,Lead nitrate,Xyn,EPC,Nitrogen-containing,"endo-1,4-beta-xylanase [EC:3.2.1.8]"
BD132,K01181,C15234,Lead nitrate,Xyn,WFD,Nitrogen-containing,"endo-1,4-beta-xylanase [EC:3.2.1.8]"
BD132,K05350,C14449,Epichlorohydrin,bglB,IARC2A,Chlorinated,beta-glucosidase
BD132,K05350,C14449,Epichlorohydrin,bglB,IARC2A,Aliphatic,beta-glucosidase
BD132,K01255,C19187,para-Aminoazobenzene,CARP,IARC2B,Nitrogen-containing,aminopeptidase
BD132,K01255,C19187,para-Aminoazobenzene,CARP,IARC2B,Polyaromatic,aminopeptidase
BD132,K01262,C11146,Methylmercury chloride,pepP,IARC2B,Organometallic,aminopeptidase
BD132,K01262,C11146,Methylmercury chloride,pepP,EPC,Organometallic,aminopeptidase
BD132,K01262,C11146,Methylmercury chloride,pepP,WFD,Organometallic,aminopeptidase
BD132,K01262,C11146,Methylmercury chloride,pepP,IARC2B,Chlorinated,aminopeptidase
BD132,K01262,C11146,Methylmercury chloride,pepP,EPC,Chlorinated,aminopeptidase
BD132,K01262,C11146,Methylmercury chloride,pepP,WFD,Chlorinated,aminopeptidase
BD132,K01271,C07591,Phenacetin,pepQ,IARC2A,Aromatic,dipeptidase
BD132,K01271,C07591,Phenacetin,pepQ,IARC2A,Nitrogen-containing,dipeptidase
BD132,K01271,C19256,Merphalan,pepQ,IARC2B,Nitrogen-containing,dipeptidase
BD132,K01271,C19256,Merphalan,pepQ,IARC2B,Chlorinated,dipeptidase
BD132,K01271,C19256,Merphalan,pepQ,IARC2B,Aromatic,dipeptidase
BD132,K01303,C14322,Chlorpyrifos,APEH,EPC,Organophosphorus,peptidase
BD132,K01303,C14322,Chlorpyrifos,APEH,WFD,Organophosphorus,peptidase
BD132,K01303,C14322,Chlorpyrifos,APEH,ATSDR,Organophosphorus,peptidase
BD132,K01303,C14322,Chlorpyrifos,APEH,EPC,Chlorinated,peptidase
BD132,K01303,C14322,Chlorpyrifos,APEH,WFD,Chlorinated,peptidase
BD132,K01303,C14322,Chlorpyrifos,APEH,ATSDR,Chlorinated,peptidase
BD132,K01303,C14520,Chlorpyrifos-methyl,APEH,EPC,Organophosphorus,peptidase
BD132,K01303,C14520,Chlorpyrifos-methyl,APEH,EPC,Chlorinated,peptidase
BD132,K01303,C14520,Chlorpyrifos-methyl,APEH,EPC,Nitrogen-containing,peptidase
BD132,K01303,C14520,Chlorpyrifos-methyl,APEH,EPC,Sulfur-containing,peptidase
BD132,K01303,C18654,Chlorfenvinphos,APEH,EPC,Organophosphorus,peptidase
BD132,K01303,C18654,Chlorfenvinphos,APEH,WFD,Organophosphorus,peptidase
BD132,K01303,C18654,Chlorfenvinphos,APEH,EPC,Chlorinated,peptidase
BD132,K01303,C18654,Chlorfenvinphos,APEH,WFD,Chlorinated,peptidase
BD132,K01303,C18654,Chlorfenvinphos,APEH,EPC,Aromatic,peptidase
BD132,K01303,C18654,Chlorfenvinphos,APEH,WFD,Aromatic,peptidase
BD132,K01303,C18749,Naled,APEH,ATSDR,Organophosphorus,peptidase
BD132,K01303,C18749,Naled,APEH,ATSDR,Chlorinated,peptidase
BD132,K01303,C18749,Naled,APEH,ATSDR,Halogenated,peptidase
BD132,K01424,C00014,Ammonia,E3.5.1.1,PSL,Nitrogen-containing,asparaginase
BD132,K01424,C00014,Ammonia,E3.5.1.1,ATSDR,Nitrogen-containing,asparaginase
BD132,K01425,C00014,Ammonia,glsA,PSL,Nitrogen-containing,glutaminase
BD132,K01425,C00014,Ammonia,glsA,ATSDR,Nitrogen-containing,glutaminase
BD132,K01426,C07591,Phenacetin,E3.5.1.4,IARC2A,Aromatic,amidase
BD132,K01426,C07591,Phenacetin,E3.5.1.4,IARC2A,Nitrogen-containing,amidase
BD132,K01426,C19238,Ethyl acrylate,E3.5.1.4,IARC2B,Aliphatic,amidase
BD132,K01426,C19302,Thioacetamide,E3.5.1.4,IARC2B,Nitrogen-containing,amidase
BD132,K01426,C19302,Thioacetamide,E3.5.1.4,IARC2B,Sulfur-containing,amidase
BD132,K01426,C19302,Thioacetamide,E3.5.1.4,IARC2B,Aliphatic,amidase
BD132,K01426,C00014,Ammonia,E3.5.1.4,PSL,Nitrogen-containing,amidase
BD132,K01426,C00014,Ammonia,E3.5.1.4,ATSDR,Nitrogen-containing,amidase
BD132,K01426,C01659,Acrylamide,E3.5.1.4,IARC2A,Nitrogen-containing,amidase
BD132,K01426,C01659,Acrylamide,E3.5.1.4,IARC2A,Aliphatic,amidase
BD132,K01426,C06244,Acetamide,E3.5.1.4,IARC2B,Nitrogen-containing,amidase
BD132,K01426,C06244,Acetamide,E3.5.1.4,IARC2B,Aliphatic,amidase
BD132,K01486,C00014,Ammonia,ade,PSL,Nitrogen-containing,deaminase
BD132,K01486,C00014,Ammonia,ade,ATSDR,Nitrogen-containing,deaminase
BD132,K01487,C00014,Ammonia,guaD,PSL,Nitrogen-containing,deaminase
BD132,K01487,C00014,Ammonia,guaD,ATSDR,Nitrogen-containing,deaminase
BD132,K01489,C07207,Zalcitabine,cdd,IARC2B,Nitrogen-containing,deaminase
BD132,K01489,C07210,Zidovudine,cdd,IARC2B,Nitrogen-containing,deaminase
BD132,K01489,C00014,Ammonia,cdd,PSL,Nitrogen-containing,deaminase
BD132,K01489,C00014,Ammonia,cdd,ATSDR,Nitrogen-containing,deaminase
BD132,K01493,C00014,Ammonia,comEB,PSL,Nitrogen-containing,deaminase
BD132,K01493,C00014,Ammonia,comEB,ATSDR,Nitrogen-containing,deaminase
BD132,K01495,C07313,Streptozocin,GCH1,IARC2B,Nitrogen-containing,cyclohydrolase
BD132,K01495,C07313,Streptozocin,GCH1,IARC2B,Aliphatic,cyclohydrolase
BD132,K17686,C00070,Copper,copA,EPA,Metal,transporter
BD132,K17686,C00070,Copper,copA,PSL,Metal,transporter
BD132,K17686,C00070,Copper,copA,ATSDR,Metal,transporter
BD132,K01537,C14328,"1,2-Dichlorobenzene",ATP2C,CONAMA,Chlorinated,transporter
BD132,K01537,C14328,"1,2-Dichlorobenzene",ATP2C,EPA,Chlorinated,transporter
BD132,K01537,C14328,"1,2-Dichlorobenzene",ATP2C,ATSDR,Chlorinated,transporter
BD132,K01537,C14328,"1,2-Dichlorobenzene",ATP2C,PSL,Chlorinated,transporter
BD132,K01537,C14328,"1,2-Dichlorobenzene",ATP2C,CONAMA,Aromatic,transporter
BD132,K01537,C14328,"1,2-Dichlorobenzene",ATP2C,EPA,Aromatic,transporter
BD132,K01537,C14328,"1,2-Dichlorobenzene",ATP2C,ATSDR,Aromatic,transporter
BD132,K01537,C14328,"1,2-Dichlorobenzene",ATP2C,PSL,Aromatic,transporter
BD132,K01563,C07561,Carbon tetrachloride,dhaA,IARC2B,Chlorinated,dehalogenase
BD132,K01563,C07561,Carbon tetrachloride,dhaA,EPA,Chlorinated,dehalogenase
BD132,K01563,C07561,Carbon tetrachloride,dhaA,ATSDR,Chlorinated,dehalogenase
BD132,K01563,C07561,Carbon tetrachloride,dhaA,CONAMA,Chlorinated,dehalogenase
BD132,K01563,C07561,Carbon tetrachloride,dhaA,EPC,Chlorinated,dehalogenase
BD132,K01563,C13827,Chloroform,dhaA,IARC2B,Chlorinated,dehalogenase
BD132,K01563,C13827,Chloroform,dhaA,ATSDR,Chlorinated,dehalogenase
BD132,K01563,C13827,Chloroform,dhaA,CONAMA,Chlorinated,dehalogenase
BD132,K01563,C13827,Chloroform,dhaA,EPC,Chlorinated,dehalogenase
BD132,K01563,C13827,Chloroform,dhaA,WFD,Chlorinated,dehalogenase
BD132,K01563,C13827,Chloroform,dhaA,EPA,Chlorinated,dehalogenase
BD132,K01563,C13827,Chloroform,dhaA,PSL,Chlorinated,dehalogenase
BD132,K01563,C13827,Chloroform,dhaA,IARC2B,Aliphatic,dehalogenase
BD132,K01563,C13827,Chloroform,dhaA,ATSDR,Aliphatic,dehalogenase
BD132,K01563,C13827,Chloroform,dhaA,CONAMA,Aliphatic,dehalogenase
BD132,K01563,C13827,Chloroform,dhaA,EPC,Aliphatic,dehalogenase
BD132,K01563,C13827,Chloroform,dhaA,WFD,Aliphatic,dehalogenase
BD132,K01563,C13827,Chloroform,dhaA,EPA,Aliphatic,dehalogenase
BD132,K01563,C13827,Chloroform,dhaA,PSL,Aliphatic,dehalogenase
BD132,K01563,C14336,"1,2-Dibromo-3-chloropropane",dhaA,IARC2B,Chlorinated,dehalogenase
BD132,K01563,C14336,"1,2-Dibromo-3-chloropropane",dhaA,ATSDR,Chlorinated,dehalogenase
BD132,K01563,C14336,"1,2-Dibromo-3-chloropropane",dhaA,IARC2B,Halogenated,dehalogenase
BD132,K01563,C14336,"1,2-Dibromo-3-chloropropane",dhaA,ATSDR,Halogenated,dehalogenase
BD132,K01563,C14400,"1,2,3-Trichloropropane",dhaA,IARC2A,Chlorinated,dehalogenase
BD132,K01563,C14400,"1,2,3-Trichloropropane",dhaA,IARC2A,Aliphatic,dehalogenase
BD132,K01563,C14449,Epichlorohydrin,dhaA,IARC2A,Chlorinated,dehalogenase
BD132,K01563,C14449,Epichlorohydrin,dhaA,IARC2A,Aliphatic,dehalogenase
BD132,K01563,C14688,Bis(2-chloroethyl)ether,dhaA,PSL,Chlorinated,dehalogenase
BD132,K01563,C14688,Bis(2-chloroethyl)ether,dhaA,EPA,Chlorinated,dehalogenase
BD132,K01563,C14688,Bis(2-chloroethyl)ether,dhaA,ATSDR,Chlorinated,dehalogenase
BD132,K01563,C14688,Bis(2-chloroethyl)ether,dhaA,PSL,Aliphatic,dehalogenase
BD132,K01563,C14688,Bis(2-chloroethyl)ether,dhaA,EPA,Aliphatic,dehalogenase
BD132,K01563,C14688,Bis(2-chloroethyl)ether,dhaA,ATSDR,Aliphatic,dehalogenase
BD132,K01563,C15214,alpha-Hexachlorocyclohexane,dhaA,WFD,Chlorinated,dehalogenase
BD132,K01563,C15214,alpha-Hexachlorocyclohexane,dhaA,ATSDR,Chlorinated,dehalogenase
BD132,K01563,C15214,alpha-Hexachlorocyclohexane,dhaA,WFD,Aliphatic,dehalogenase
BD132,K01563,C15214,alpha-Hexachlorocyclohexane,dhaA,ATSDR,Aliphatic,dehalogenase
BD132,K01563,C18676,alpha-Chlorohydrin,dhaA,IARC2B,Chlorinated,dehalogenase
BD132,K01563,C18676,alpha-Chlorohydrin,dhaA,IARC2B,Aliphatic,dehalogenase
BD132,K01563,C19363,3-Chloro-2-methylpropene,dhaA,IARC2B,Chlorinated,dehalogenase
BD132,K01563,C19363,3-Chloro-2-methylpropene,dhaA,IARC2B,Aliphatic,dehalogenase
BD132,K01563,C19446,Methyl chloride,dhaA,ATSDR,Chlorinated,dehalogenase
BD132,K01563,C19446,Methyl chloride,dhaA,EPA,Chlorinated,dehalogenase
BD132,K01563,C19446,Methyl chloride,dhaA,ATSDR,Aliphatic,dehalogenase
BD132,K01563,C19446,Methyl chloride,dhaA,EPA,Aliphatic,dehalogenase
BD132,K01563,C19536,"1,1,2-Trichloroethane",dhaA,ATSDR,Chlorinated,dehalogenase
BD132,K01563,C19536,"1,1,2-Trichloroethane",dhaA,EPA,Chlorinated,dehalogenase
BD132,K01563,C19536,"1,1,2-Trichloroethane",dhaA,ATSDR,Aliphatic,dehalogenase
BD132,K01563,C19536,"1,1,2-Trichloroethane",dhaA,EPA,Aliphatic,dehalogenase
BD132,K01563,C00067,Formaldehyde,dhaA,ATSDR,Aliphatic,dehalogenase
BD132,K01563,C00067,Formaldehyde,dhaA,PSL,Aliphatic,dehalogenase
BD132,K01563,C00067,Formaldehyde,dhaA,IARC1,Aliphatic,dehalogenase
BD132,K01563,C01324,Bromide,dhaA,ATSDR,Inorganic,dehalogenase
BD132,K01563,C06609,"trans-1,3-Dichloropropene",dhaA,IARC2B,Chlorinated,dehalogenase
BD132,K01563,C06609,"trans-1,3-Dichloropropene",dhaA,EPA,Chlorinated,dehalogenase
BD132,K01563,C06609,"trans-1,3-Dichloropropene",dhaA,ATSDR,Chlorinated,dehalogenase
BD132,K01563,C06609,"trans-1,3-Dichloropropene",dhaA,IARC2B,Aliphatic,dehalogenase
BD132,K01563,C06609,"trans-1,3-Dichloropropene",dhaA,EPA,Aliphatic,dehalogenase
BD132,K01563,C06609,"trans-1,3-Dichloropropene",dhaA,ATSDR,Aliphatic,dehalogenase
BD132,K01563,C06610,"cis-1,3-Dichloropropene",dhaA,IARC2B,Chlorinated,dehalogenase
BD132,K01563,C06610,"cis-1,3-Dichloropropene",dhaA,ATSDR,Chlorinated,dehalogenase
BD132,K01563,C06610,"cis-1,3-Dichloropropene",dhaA,IARC2B,Aliphatic,dehalogenase
BD132,K01563,C06610,"cis-1,3-Dichloropropene",dhaA,ATSDR,Aliphatic,dehalogenase
BD132,K01563,C06752,"1,2-Dichloroethane",dhaA,WFD,Chlorinated,dehalogenase
BD132,K01563,C06752,"1,2-Dichloroethane",dhaA,CONAMA,Chlorinated,dehalogenase
BD132,K01563,C06752,"1,2-Dichloroethane",dhaA,ATSDR,Chlorinated,dehalogenase
BD132,K01563,C06752,"1,2-Dichloroethane",dhaA,EPA,Chlorinated,dehalogenase
BD132,K01563,C06752,"1,2-Dichloroethane",dhaA,PSL,Chlorinated,dehalogenase
BD132,K01563,C06752,"1,2-Dichloroethane",dhaA,IARC2B,Chlorinated,dehalogenase
BD132,K01563,C06752,"1,2-Dichloroethane",dhaA,EPC,Chlorinated,dehalogenase
