Sample,ko,Gene,Pathway,compound_pathway
BD101,K18364,xylJ,C_Catechol_degradation,Aromatics
BD105,K00019,hbd,D_PHBV,Polymers
BD105,K00019,hbd,D_PHA,Polymers
BD105,K00019,hbd,D_P3HV,Polymers
BD105,K00097,tphB,C_Terephthalate_degradation,Aromatics
BD105,K00104,pchF,C_Toluene_degradation,Aromatics
BD105,K00108,alkJ_adh,A_Auxiliar_alkane_gene,Alkanes
BD105,K00108,pegA,D_PEG,Polymers
BD105,K00128,alkH_ald,A_Auxiliar_alkane_gene,Alkanes
BD105,K00128,mpdC,B_2-methylpropene_degradation,Alkenes
BD105,K00128,dpgC,C_Toluene_degradation,Aromatics
BD105,K00128,mdlD,C_Toluene_degradation,Aromatics
BD105,K00128,pchA,C_Toluene_degradation,Aromatics
BD105,K00128,phdK,C_Phenanthrene_degradation,Aromatics
BD105,K00128,praB,C_Protocatechuate_degradation,Aromatics
BD105,K00128,pegC,D_PEG,Polymers
BD105,K00154,alkH_ald,A_Auxiliar_alkane_gene,Alkanes
BD105,K00154,dpgC,C_Toluene_degradation,Aromatics
BD105,K00154,mdlD,C_Toluene_degradation,Aromatics
BD105,K00219,abmA,C_Anthranilate_degradation,Aromatics
BD105,K02823,prmB,A_Subterminal_oxidation,Alkanes
BD105,K02823,isoF,B_Isoprene_degradation,Alkenes
BD105,K02823,xamoF,B_Propene_degradation,Alkenes
BD105,K02823,antC,C_Anthranilate_degradation,Aromatics
BD105,K02823,benC,C_Benzoate_degradation,Aromatics
BD105,K02823,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD105,K02823,tphA1I,C_Terephthalate_degradation,Aromatics
BD105,K02823,xylZ,C_Benzoate_degradation,Aromatics
BD105,K17828,benC,C_Benzoate_degradation,Aromatics
BD105,K00351,dmpP,C_Phenol_degradation,Aromatics
BD105,K00351,tmoF,C_Toluene_degradation,Aromatics
BD105,K00351,tomA5,C_Toluene_degradation,Aromatics
BD105,K00354,abmA,C_Anthranilate_degradation,Aromatics
BD105,K00362,alkT_rubB_rdxR,A_Terminal/biterminal_oxidation,Alkanes
BD105,K00362,andAa,C_Anthranilate_degradation,Aromatics
BD105,K00362,padAd1,C_Phthalate_degradation,Aromatics
BD105,K05297,alkG_rubA_rdx,A_Terminal/biterminal_oxidation,Alkanes
BD105,K05297,alkG_rubA1_rdx,A_Terminal/biterminal_oxidation,Alkanes
BD105,K05297,alkG_rubA2_rdx,A_Terminal/biterminal_oxidation,Alkanes
BD105,K05297,alkT_rubB_rdxR,A_Terminal/biterminal_oxidation,Alkanes
BD105,K00363,andAb,C_Anthranilate_degradation,Aromatics
BD105,K00363,bedB,C_Benzene_degradation,Aromatics
BD105,K00363,bphAc,C_Biphenyl_degradation,Aromatics
BD105,K00363,nagAb,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD105,K00363,todB,C_Toluene_degradation,Aromatics
BD105,K01061,phaZ,D_P4HB,Polymers
BD105,K01061,phaZ,D_PEA,Polymers
BD105,K01061,phaZ,D_P3HP,Polymers
BD105,K01061,phaZ,D_PHBV,Polymers
BD105,K01061,phaZ,D_PHO,Polymers
BD105,K01061,phaZ,D_PPL,Polymers
BD105,K01061,phaZ,D_PHB,Polymers
BD105,K01061,phaZ,D_PHA,Polymers
BD105,K01061,phaZ,D_PHPV,Polymers
BD105,K01061,phaZ,D_PCL,Polymers
BD105,K01061,phaZ,D_PES,Polymers
BD105,K00382,xecC,B_Propene_degradation,Alkenes
BD105,K00406,pchC,C_Toluene_degradation,Aromatics
BD105,K00428,latA,D_NR,Polymers
BD105,K00523,antC,C_Anthranilate_degradation,Aromatics
BD105,K00523,benC,C_Benzoate_degradation,Aromatics
BD105,K00523,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD105,K00523,tphA1I,C_Terephthalate_degradation,Aromatics
BD105,K00523,xylZ,C_Benzoate_degradation,Aromatics
BD105,K00528,xamoF,B_Propene_degradation,Alkenes
BD105,K00528,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD105,K00528,tphA1I,C_Terephthalate_degradation,Aromatics
BD105,K00549,etnE,B_Ethene_and_chloroethene_degradation,Alkenes
BD105,K00549,xecA,B_Propene_degradation,Alkenes
BD105,K00627,bphD,C_Biphenyl_degradation,Aromatics
BD105,K00632,pcaF,C_Catechol_degradation,Aromatics
BD105,K00632,pcaF,C_Protocatechuate_degradation,Aromatics
BD105,K00633,at,E_Sophorolipids,Biosurfactant
BD105,K00661,at,E_Sophorolipids,Biosurfactant
BD105,K00645,ituD,E_Iturin,Biosurfactant
BD105,K00799,isoI,B_Isoprene_degradation,Alkenes
BD105,K01028,pcaI,C_Protocatechuate_degradation,Aromatics
BD105,K01046,estA,D_PBAT,Polymers
BD105,K01046,FB4_0780,D_PBAT,Polymers
BD105,K01046,lip,D_PU,Polymers
BD105,K01046,lip,D_PET,Polymers
BD105,K01046,lipA,D_PET,Polymers
BD105,K01046,lipA,D_PCL,Polymers
BD105,K01046,lipA,D_PBSA,Polymers
BD105,K01046,plaA,D_PLA,Polymers
BD105,K01046,plaM4,D_PBS,Polymers
BD105,K01046,plaM4,D_PES,Polymers
BD105,K01046,plaM4,D_PHA,Polymers
BD105,K01046,plaM4,D_PBSA,Polymers
BD105,K01046,plaM4,D_PCL,Polymers
BD105,K01046,plaM4,D_PHB,Polymers
BD105,K01046,plaM4,D_PLA,Polymers
BD105,K01046,plaM5,D_PLA,Polymers
BD105,K01055,pcaD,C_Catechol_degradation,Aromatics
BD105,K01055,pcaD,C_Protocatechuate_degradation,Aromatics
BD105,K01104,wzb,E_Emulsan,Biosurfactant
BD105,K20945,wzb,E_Emulsan,Biosurfactant
BD105,K01200,pulA,D_PU,Polymers
BD105,K01259,pcaD,C_Catechol_degradation,Aromatics
BD105,K01259,pcaD,C_Protocatechuate_degradation,Aromatics
BD105,K01426,NFA_28320,D_Nylon,Polymers
BD105,K01426,nylA,D_Nylon,Polymers
BD105,K01465,benC,C_Benzoate_degradation,Aromatics
BD105,K01649,xylK,C_Catechol_degradation,Aromatics
BD105,K01666,xylK,C_Catechol_degradation,Aromatics
BD105,K01800,nagL,C_Gentisate_degradation,Aromatics
BD105,K01801,nagL,C_Gentisate_degradation,Aromatics
BD105,K01856,catB,C_Catechol_degradation,Aromatics
BD105,K01895,pqsA,C_Anthranilate_degradation,Aromatics
BD105,K02613,paaE,C_Phenylacetate_degradation,Aromatics
BD105,K02660,alkN_mcp,A_Hydrocarbon_uptake,Alkanes
BD105,K03406,alkN_mcp,A_Hydrocarbon_uptake,Alkanes
BD105,K03098,blc,A_Hydrocarbon_uptake,Alkanes
BD105,K03381,catA,C_Catechol_degradation,Aromatics
BD105,K03386,ahpC,A_Finnerty_pathway,Alkanes
BD105,K03387,ahpF,A_Finnerty_pathway,Alkanes
BD105,K03464,catC,C_Catechol_degradation,Aromatics
BD105,K03556,alkS,A_Auxiliar_alkane_gene,Alkanes
BD105,K03599,nagL,C_Gentisate_degradation,Aromatics
BD105,K03644,lipA,D_PET,Polymers
BD105,K03644,lipA,D_PCL,Polymers
BD105,K03644,lipA,D_PBSA,Polymers
BD105,K03801,lipB,D_PET,Polymers
BD105,K04755,benC,C_Benzoate_degradation,Aromatics
BD105,K04755,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD105,K04755,xylZ,C_Benzoate_degradation,Aromatics
BD105,K05549,antA,C_Anthranilate_degradation,Aromatics
BD105,K05549,benA,C_Benzoate_degradation,Aromatics
BD105,K05549,xylX,C_Benzoate_degradation,Aromatics
BD105,K05550,antB,C_Anthranilate_degradation,Aromatics
BD105,K05550,benB,C_Benzoate_degradation,Aromatics
BD105,K05550,xylY,C_Benzoate_degradation,Aromatics
BD105,K05783,xylL,C_Benzoate_degradation,Aromatics
BD105,K05784,prmB,A_Subterminal_oxidation,Alkanes
BD105,K05784,isoF,B_Isoprene_degradation,Alkenes
BD105,K05784,xamoF,B_Propene_degradation,Alkenes
BD105,K05784,antC,C_Anthranilate_degradation,Aromatics
BD105,K05784,benC,C_Benzoate_degradation,Aromatics
BD105,K05784,xylZ,C_Benzoate_degradation,Aromatics
BD105,K14581,benC,C_Benzoate_degradation,Aromatics
BD105,K14581,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD105,K14581,xylZ,C_Benzoate_degradation,Aromatics
BD105,K16161,benC,C_Benzoate_degradation,Aromatics
BD105,K16161,xylZ,C_Benzoate_degradation,Aromatics
BD105,K06151,mpdB,B_2-methylpropene_degradation,Alkenes
BD105,K06999,est,D_PU,Polymers
BD105,K06999,est,D_PET,Polymers
BD105,K06999,est,D_PBSA,Polymers
BD105,K06999,est,D_PCL,Polymers
BD105,K06999,est,D_PBAT,Polymers
BD105,K06999,est,D_PLA,Polymers
BD105,K07071,blc,A_Hydrocarbon_uptake,Alkanes
BD105,K07275,alkL,A_Hydrocarbon_uptake,Alkanes
BD105,K07823,pcaF,C_Catechol_degradation,Aromatics
BD105,K07823,pcaF,C_Protocatechuate_degradation,Aromatics
BD105,K10804,est,D_PU,Polymers
BD105,K10804,est,D_PET,Polymers
BD105,K10804,est,D_PBSA,Polymers
BD105,K10804,est,D_PCL,Polymers
BD105,K10804,est,D_PBAT,Polymers
BD105,K10804,est,D_PLA,Polymers
BD105,K16048,styB,C_Styrene_degradation,Aromatics
BD105,K16050,bphD,C_Biphenyl_degradation,Aromatics
BD105,K16692,wzc,E_Emulsan,Biosurfactant
BD105,K18364,xylJ,C_Catechol_degradation,Aromatics
BD106,K00019,hbd,D_PHBV,Polymers
BD106,K00019,hbd,D_PHA,Polymers
BD106,K00019,hbd,D_P3HV,Polymers
BD106,K00097,tphB,C_Terephthalate_degradation,Aromatics
BD106,K00104,pchF,C_Toluene_degradation,Aromatics
BD106,K00108,alkJ_adh,A_Auxiliar_alkane_gene,Alkanes
BD106,K00108,pegA,D_PEG,Polymers
BD106,K00128,alkH_ald,A_Auxiliar_alkane_gene,Alkanes
BD106,K00128,mpdC,B_2-methylpropene_degradation,Alkenes
BD106,K00128,dpgC,C_Toluene_degradation,Aromatics
BD106,K00128,mdlD,C_Toluene_degradation,Aromatics
BD106,K00128,pchA,C_Toluene_degradation,Aromatics
BD106,K00128,phdK,C_Phenanthrene_degradation,Aromatics
BD106,K00128,praB,C_Protocatechuate_degradation,Aromatics
BD106,K00128,pegC,D_PEG,Polymers
BD106,K00154,alkH_ald,A_Auxiliar_alkane_gene,Alkanes
BD106,K00154,dpgC,C_Toluene_degradation,Aromatics
BD106,K00154,mdlD,C_Toluene_degradation,Aromatics
BD106,K00219,abmA,C_Anthranilate_degradation,Aromatics
BD106,K02823,prmB,A_Subterminal_oxidation,Alkanes
BD106,K02823,isoF,B_Isoprene_degradation,Alkenes
BD106,K02823,xamoF,B_Propene_degradation,Alkenes
BD106,K02823,antC,C_Anthranilate_degradation,Aromatics
BD106,K02823,benC,C_Benzoate_degradation,Aromatics
BD106,K02823,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD106,K02823,tphA1I,C_Terephthalate_degradation,Aromatics
BD106,K02823,xylZ,C_Benzoate_degradation,Aromatics
BD106,K17828,benC,C_Benzoate_degradation,Aromatics
BD106,K00351,dmpP,C_Phenol_degradation,Aromatics
BD106,K00351,tmoF,C_Toluene_degradation,Aromatics
BD106,K00351,tomA5,C_Toluene_degradation,Aromatics
BD106,K00354,abmA,C_Anthranilate_degradation,Aromatics
BD106,K00362,alkT_rubB_rdxR,A_Terminal/biterminal_oxidation,Alkanes
BD106,K00362,andAa,C_Anthranilate_degradation,Aromatics
BD106,K00362,padAd1,C_Phthalate_degradation,Aromatics
BD106,K05297,alkG_rubA_rdx,A_Terminal/biterminal_oxidation,Alkanes
BD106,K05297,alkG_rubA1_rdx,A_Terminal/biterminal_oxidation,Alkanes
BD106,K05297,alkG_rubA2_rdx,A_Terminal/biterminal_oxidation,Alkanes
BD106,K05297,alkT_rubB_rdxR,A_Terminal/biterminal_oxidation,Alkanes
BD106,K00363,andAb,C_Anthranilate_degradation,Aromatics
BD106,K00363,bedB,C_Benzene_degradation,Aromatics
BD106,K00363,bphAc,C_Biphenyl_degradation,Aromatics
BD106,K00363,nagAb,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD106,K00363,todB,C_Toluene_degradation,Aromatics
BD106,K01061,phaZ,D_P4HB,Polymers
BD106,K01061,phaZ,D_PEA,Polymers
BD106,K01061,phaZ,D_P3HP,Polymers
BD106,K01061,phaZ,D_PHBV,Polymers
BD106,K01061,phaZ,D_PHO,Polymers
BD106,K01061,phaZ,D_PPL,Polymers
BD106,K01061,phaZ,D_PHB,Polymers
BD106,K01061,phaZ,D_PHA,Polymers
BD106,K01061,phaZ,D_PHPV,Polymers
BD106,K01061,phaZ,D_PCL,Polymers
BD106,K01061,phaZ,D_PES,Polymers
BD106,K00382,xecC,B_Propene_degradation,Alkenes
BD106,K00406,pchC,C_Toluene_degradation,Aromatics
BD106,K00428,latA,D_NR,Polymers
BD106,K00523,antC,C_Anthranilate_degradation,Aromatics
BD106,K00523,benC,C_Benzoate_degradation,Aromatics
BD106,K00523,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD106,K00523,tphA1I,C_Terephthalate_degradation,Aromatics
BD106,K00523,xylZ,C_Benzoate_degradation,Aromatics
BD106,K00528,xamoF,B_Propene_degradation,Alkenes
BD106,K00528,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD106,K00528,tphA1I,C_Terephthalate_degradation,Aromatics
BD106,K00549,etnE,B_Ethene_and_chloroethene_degradation,Alkenes
BD106,K00549,xecA,B_Propene_degradation,Alkenes
BD106,K00627,bphD,C_Biphenyl_degradation,Aromatics
BD106,K00632,pcaF,C_Catechol_degradation,Aromatics
BD106,K00632,pcaF,C_Protocatechuate_degradation,Aromatics
BD106,K00633,at,E_Sophorolipids,Biosurfactant
BD106,K00661,at,E_Sophorolipids,Biosurfactant
BD106,K00645,ituD,E_Iturin,Biosurfactant
BD106,K00799,isoI,B_Isoprene_degradation,Alkenes
BD106,K01028,pcaI,C_Protocatechuate_degradation,Aromatics
BD106,K01046,estA,D_PBAT,Polymers
BD106,K01046,FB4_0780,D_PBAT,Polymers
BD106,K01046,lip,D_PU,Polymers
BD106,K01046,lip,D_PET,Polymers
BD106,K01046,lipA,D_PET,Polymers
BD106,K01046,lipA,D_PCL,Polymers
BD106,K01046,lipA,D_PBSA,Polymers
BD106,K01046,plaA,D_PLA,Polymers
BD106,K01046,plaM4,D_PBS,Polymers
BD106,K01046,plaM4,D_PES,Polymers
BD106,K01046,plaM4,D_PHA,Polymers
BD106,K01046,plaM4,D_PBSA,Polymers
BD106,K01046,plaM4,D_PCL,Polymers
BD106,K01046,plaM4,D_PHB,Polymers
BD106,K01046,plaM4,D_PLA,Polymers
BD106,K01046,plaM5,D_PLA,Polymers
BD106,K01055,pcaD,C_Catechol_degradation,Aromatics
BD106,K01055,pcaD,C_Protocatechuate_degradation,Aromatics
BD106,K01104,wzb,E_Emulsan,Biosurfactant
BD106,K20945,wzb,E_Emulsan,Biosurfactant
BD106,K01200,pulA,D_PU,Polymers
BD106,K01259,pcaD,C_Catechol_degradation,Aromatics
BD106,K01259,pcaD,C_Protocatechuate_degradation,Aromatics
BD106,K01426,NFA_28320,D_Nylon,Polymers
BD106,K01426,nylA,D_Nylon,Polymers
BD106,K01465,benC,C_Benzoate_degradation,Aromatics
BD106,K01649,xylK,C_Catechol_degradation,Aromatics
BD106,K01666,xylK,C_Catechol_degradation,Aromatics
BD106,K01800,nagL,C_Gentisate_degradation,Aromatics
BD106,K01801,nagL,C_Gentisate_degradation,Aromatics
BD106,K01856,catB,C_Catechol_degradation,Aromatics
BD106,K01895,pqsA,C_Anthranilate_degradation,Aromatics
BD106,K02613,paaE,C_Phenylacetate_degradation,Aromatics
BD106,K02660,alkN_mcp,A_Hydrocarbon_uptake,Alkanes
BD106,K03406,alkN_mcp,A_Hydrocarbon_uptake,Alkanes
BD106,K03098,blc,A_Hydrocarbon_uptake,Alkanes
BD106,K03381,catA,C_Catechol_degradation,Aromatics
BD106,K03386,ahpC,A_Finnerty_pathway,Alkanes
BD106,K03387,ahpF,A_Finnerty_pathway,Alkanes
BD106,K03464,catC,C_Catechol_degradation,Aromatics
BD106,K03556,alkS,A_Auxiliar_alkane_gene,Alkanes
BD106,K03599,nagL,C_Gentisate_degradation,Aromatics
BD106,K03644,lipA,D_PET,Polymers
BD106,K03644,lipA,D_PCL,Polymers
BD106,K03644,lipA,D_PBSA,Polymers
BD106,K03801,lipB,D_PET,Polymers
BD106,K04755,benC,C_Benzoate_degradation,Aromatics
BD106,K04755,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD106,K04755,xylZ,C_Benzoate_degradation,Aromatics
BD106,K05549,antA,C_Anthranilate_degradation,Aromatics
BD106,K05549,benA,C_Benzoate_degradation,Aromatics
BD106,K05549,xylX,C_Benzoate_degradation,Aromatics
BD106,K05550,antB,C_Anthranilate_degradation,Aromatics
BD106,K05550,benB,C_Benzoate_degradation,Aromatics
BD106,K05550,xylY,C_Benzoate_degradation,Aromatics
BD106,K05783,xylL,C_Benzoate_degradation,Aromatics
BD106,K05784,prmB,A_Subterminal_oxidation,Alkanes
BD106,K05784,isoF,B_Isoprene_degradation,Alkenes
BD106,K05784,xamoF,B_Propene_degradation,Alkenes
BD106,K05784,antC,C_Anthranilate_degradation,Aromatics
BD106,K05784,benC,C_Benzoate_degradation,Aromatics
BD106,K05784,xylZ,C_Benzoate_degradation,Aromatics
BD106,K14581,benC,C_Benzoate_degradation,Aromatics
BD106,K14581,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD106,K14581,xylZ,C_Benzoate_degradation,Aromatics
BD106,K16161,benC,C_Benzoate_degradation,Aromatics
BD106,K16161,xylZ,C_Benzoate_degradation,Aromatics
BD106,K06151,mpdB,B_2-methylpropene_degradation,Alkenes
BD106,K06999,est,D_PU,Polymers
BD106,K06999,est,D_PET,Polymers
BD106,K06999,est,D_PBSA,Polymers
BD106,K06999,est,D_PCL,Polymers
BD106,K06999,est,D_PBAT,Polymers
BD106,K06999,est,D_PLA,Polymers
BD106,K07071,blc,A_Hydrocarbon_uptake,Alkanes
BD106,K07275,alkL,A_Hydrocarbon_uptake,Alkanes
BD106,K07823,pcaF,C_Catechol_degradation,Aromatics
BD106,K07823,pcaF,C_Protocatechuate_degradation,Aromatics
BD106,K10804,est,D_PU,Polymers
BD106,K10804,est,D_PET,Polymers
BD106,K10804,est,D_PBSA,Polymers
BD106,K10804,est,D_PCL,Polymers
BD106,K10804,est,D_PBAT,Polymers
BD106,K10804,est,D_PLA,Polymers
BD106,K16048,styB,C_Styrene_degradation,Aromatics
BD106,K16050,bphD,C_Biphenyl_degradation,Aromatics
BD106,K16692,wzc,E_Emulsan,Biosurfactant
BD106,K18364,xylJ,C_Catechol_degradation,Aromatics
BD107,K00019,hbd,D_PHBV,Polymers
BD107,K00019,hbd,D_PHA,Polymers
BD107,K00019,hbd,D_P3HV,Polymers
BD107,K00097,tphB,C_Terephthalate_degradation,Aromatics
BD107,K00104,pchF,C_Toluene_degradation,Aromatics
BD107,K00108,alkJ_adh,A_Auxiliar_alkane_gene,Alkanes
BD107,K00108,pegA,D_PEG,Polymers
BD107,K00128,alkH_ald,A_Auxiliar_alkane_gene,Alkanes
BD107,K00128,mpdC,B_2-methylpropene_degradation,Alkenes
BD107,K00128,dpgC,C_Toluene_degradation,Aromatics
BD107,K00128,mdlD,C_Toluene_degradation,Aromatics
BD107,K00128,pchA,C_Toluene_degradation,Aromatics
BD107,K00128,phdK,C_Phenanthrene_degradation,Aromatics
BD107,K00128,praB,C_Protocatechuate_degradation,Aromatics
BD107,K00128,pegC,D_PEG,Polymers
BD107,K00154,alkH_ald,A_Auxiliar_alkane_gene,Alkanes
BD107,K00154,dpgC,C_Toluene_degradation,Aromatics
BD107,K00154,mdlD,C_Toluene_degradation,Aromatics
BD107,K00219,abmA,C_Anthranilate_degradation,Aromatics
BD107,K02823,prmB,A_Subterminal_oxidation,Alkanes
BD107,K02823,isoF,B_Isoprene_degradation,Alkenes
BD107,K02823,xamoF,B_Propene_degradation,Alkenes
BD107,K02823,antC,C_Anthranilate_degradation,Aromatics
BD107,K02823,benC,C_Benzoate_degradation,Aromatics
BD107,K02823,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD107,K02823,tphA1I,C_Terephthalate_degradation,Aromatics
BD107,K02823,xylZ,C_Benzoate_degradation,Aromatics
BD107,K17828,benC,C_Benzoate_degradation,Aromatics
BD107,K00351,dmpP,C_Phenol_degradation,Aromatics
BD107,K00351,tmoF,C_Toluene_degradation,Aromatics
BD107,K00351,tomA5,C_Toluene_degradation,Aromatics
BD107,K00354,abmA,C_Anthranilate_degradation,Aromatics
BD107,K00362,alkT_rubB_rdxR,A_Terminal/biterminal_oxidation,Alkanes
BD107,K00362,andAa,C_Anthranilate_degradation,Aromatics
BD107,K00362,padAd1,C_Phthalate_degradation,Aromatics
BD107,K05297,alkG_rubA_rdx,A_Terminal/biterminal_oxidation,Alkanes
BD107,K05297,alkG_rubA1_rdx,A_Terminal/biterminal_oxidation,Alkanes
BD107,K05297,alkG_rubA2_rdx,A_Terminal/biterminal_oxidation,Alkanes
BD107,K05297,alkT_rubB_rdxR,A_Terminal/biterminal_oxidation,Alkanes
BD107,K00363,andAb,C_Anthranilate_degradation,Aromatics
BD107,K00363,bedB,C_Benzene_degradation,Aromatics
BD107,K00363,bphAc,C_Biphenyl_degradation,Aromatics
BD107,K00363,nagAb,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD107,K00363,todB,C_Toluene_degradation,Aromatics
BD107,K01061,phaZ,D_P4HB,Polymers
BD107,K01061,phaZ,D_PEA,Polymers
BD107,K01061,phaZ,D_P3HP,Polymers
BD107,K01061,phaZ,D_PHBV,Polymers
BD107,K01061,phaZ,D_PHO,Polymers
BD107,K01061,phaZ,D_PPL,Polymers
BD107,K01061,phaZ,D_PHB,Polymers
BD107,K01061,phaZ,D_PHA,Polymers
BD107,K01061,phaZ,D_PHPV,Polymers
BD107,K01061,phaZ,D_PCL,Polymers
BD107,K01061,phaZ,D_PES,Polymers
BD107,K00382,xecC,B_Propene_degradation,Alkenes
BD107,K00406,pchC,C_Toluene_degradation,Aromatics
BD107,K00428,latA,D_NR,Polymers
BD107,K00523,antC,C_Anthranilate_degradation,Aromatics
BD107,K00523,benC,C_Benzoate_degradation,Aromatics
BD107,K00523,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD107,K00523,tphA1I,C_Terephthalate_degradation,Aromatics
BD107,K00523,xylZ,C_Benzoate_degradation,Aromatics
BD107,K00528,xamoF,B_Propene_degradation,Alkenes
BD107,K00528,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD107,K00528,tphA1I,C_Terephthalate_degradation,Aromatics
BD107,K00549,etnE,B_Ethene_and_chloroethene_degradation,Alkenes
BD107,K00549,xecA,B_Propene_degradation,Alkenes
BD107,K00627,bphD,C_Biphenyl_degradation,Aromatics
BD107,K00632,pcaF,C_Catechol_degradation,Aromatics
BD107,K00632,pcaF,C_Protocatechuate_degradation,Aromatics
BD107,K00633,at,E_Sophorolipids,Biosurfactant
BD107,K00661,at,E_Sophorolipids,Biosurfactant
BD107,K00645,ituD,E_Iturin,Biosurfactant
BD107,K00799,isoI,B_Isoprene_degradation,Alkenes
BD107,K01028,pcaI,C_Protocatechuate_degradation,Aromatics
BD107,K01046,estA,D_PBAT,Polymers
BD107,K01046,FB4_0780,D_PBAT,Polymers
BD107,K01046,lip,D_PU,Polymers
BD107,K01046,lip,D_PET,Polymers
BD107,K01046,lipA,D_PET,Polymers
BD107,K01046,lipA,D_PCL,Polymers
BD107,K01046,lipA,D_PBSA,Polymers
BD107,K01046,plaA,D_PLA,Polymers
BD107,K01046,plaM4,D_PBS,Polymers
BD107,K01046,plaM4,D_PES,Polymers
BD107,K01046,plaM4,D_PHA,Polymers
BD107,K01046,plaM4,D_PBSA,Polymers
BD107,K01046,plaM4,D_PCL,Polymers
BD107,K01046,plaM4,D_PHB,Polymers
BD107,K01046,plaM4,D_PLA,Polymers
BD107,K01046,plaM5,D_PLA,Polymers
BD107,K01055,pcaD,C_Catechol_degradation,Aromatics
BD107,K01055,pcaD,C_Protocatechuate_degradation,Aromatics
BD107,K14727,pcaD,C_Catechol_degradation,Aromatics
BD107,K14727,pcaD,C_Protocatechuate_degradation,Aromatics
BD107,K19707,pcaD,C_Catechol_degradation,Aromatics
BD107,K19707,pcaD,C_Protocatechuate_degradation,Aromatics
BD107,K01104,wzb,E_Emulsan,Biosurfactant
BD107,K20945,wzb,E_Emulsan,Biosurfactant
BD107,K01200,pulA,D_PU,Polymers
BD107,K01259,pcaD,C_Catechol_degradation,Aromatics
BD107,K01259,pcaD,C_Protocatechuate_degradation,Aromatics
BD107,K01426,NFA_28320,D_Nylon,Polymers
BD107,K01426,nylA,D_Nylon,Polymers
BD107,K01465,benC,C_Benzoate_degradation,Aromatics
BD107,K01628,padC2,C_Phthalate_degradation,Aromatics
BD107,K01649,xylK,C_Catechol_degradation,Aromatics
BD107,K01666,xylK,C_Catechol_degradation,Aromatics
BD107,K01800,nagL,C_Gentisate_degradation,Aromatics
BD107,K01801,nagL,C_Gentisate_degradation,Aromatics
BD107,K01856,catB,C_Catechol_degradation,Aromatics
BD107,K01895,pqsA,C_Anthranilate_degradation,Aromatics
BD107,K01912,paaK,C_Phenylacetate_degradation,Aromatics
BD107,K02613,paaE,C_Phenylacetate_degradation,Aromatics
BD107,K02660,alkN_mcp,A_Hydrocarbon_uptake,Alkanes
BD107,K03098,blc,A_Hydrocarbon_uptake,Alkanes
BD107,K03381,catA,C_Catechol_degradation,Aromatics
BD107,K03386,ahpC,A_Finnerty_pathway,Alkanes
BD107,K03387,ahpF,A_Finnerty_pathway,Alkanes
BD107,K03406,alkN_mcp,A_Hydrocarbon_uptake,Alkanes
BD107,K03464,catC,C_Catechol_degradation,Aromatics
BD107,K03556,alkS,A_Auxiliar_alkane_gene,Alkanes
BD107,K03599,nagL,C_Gentisate_degradation,Aromatics
BD107,K03644,lipA,D_PET,Polymers
BD107,K03644,lipA,D_PCL,Polymers
BD107,K03644,lipA,D_PBSA,Polymers
BD107,K03801,lipB,D_PET,Polymers
BD107,K04755,benC,C_Benzoate_degradation,Aromatics
BD107,K04755,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD107,K04755,xylZ,C_Benzoate_degradation,Aromatics
BD107,K05549,antA,C_Anthranilate_degradation,Aromatics
BD107,K05549,benA,C_Benzoate_degradation,Aromatics
BD107,K05549,xylX,C_Benzoate_degradation,Aromatics
BD107,K05550,antB,C_Anthranilate_degradation,Aromatics
BD107,K05550,benB,C_Benzoate_degradation,Aromatics
BD107,K05550,xylY,C_Benzoate_degradation,Aromatics
BD107,K05783,xylL,C_Benzoate_degradation,Aromatics
BD107,K05784,prmB,A_Subterminal_oxidation,Alkanes
BD107,K05784,isoF,B_Isoprene_degradation,Alkenes
BD107,K05784,xamoF,B_Propene_degradation,Alkenes
BD107,K05784,antC,C_Anthranilate_degradation,Aromatics
BD107,K05784,benC,C_Benzoate_degradation,Aromatics
BD107,K05784,xylZ,C_Benzoate_degradation,Aromatics
BD107,K14581,benC,C_Benzoate_degradation,Aromatics
