Sample,ko,Gene,Pathway,compound_pathway
BD69,K14731,est,D_PBAT,Polymers
BD69,K14731,est,D_PLA,Polymers
BD69,K14731,GEN0105,D_PCL,Polymers
BD69,K14731,GEN0105,D_3PET,Polymers
BD69,K14731,GEN0105,D_PLA,Polymers
BD69,K16165,hbzF,C_Gentisate_degradation,Aromatics
BD69,K16165,nagK,C_Gentisate_degradation,Aromatics
BD69,K16692,wzc,E_Emulsan,Biosurfactant
BD69,K19707,pcaD,C_Catechol_degradation,Aromatics
BD69,K19707,pcaD,C_Protocatechuate_degradation,Aromatics
BD69,K22024,tphB,C_Terephthalate_degradation,Aromatics
BD72,K00019,hbd,D_PHBV,Polymers
BD72,K00019,hbd,D_PHA,Polymers
BD72,K00019,hbd,D_P3HV,Polymers
BD72,K00104,pchF,C_Toluene_degradation,Aromatics
BD72,K00128,alkH_ald,A_Auxiliar_alkane_gene,Alkanes
BD72,K00128,mpdC,B_2-methylpropene_degradation,Alkenes
BD72,K00128,dpgC,C_Toluene_degradation,Aromatics
BD72,K00128,mdlD,C_Toluene_degradation,Aromatics
BD72,K00128,pchA,C_Toluene_degradation,Aromatics
BD72,K00128,phdK,C_Phenanthrene_degradation,Aromatics
BD72,K00128,praB,C_Protocatechuate_degradation,Aromatics
BD72,K00128,pegC,D_PEG,Polymers
BD72,K00219,abmA,C_Anthranilate_degradation,Aromatics
BD72,K00354,abmA,C_Anthranilate_degradation,Aromatics
BD72,K00362,alkT_rubB_rdxR,A_Terminal/biterminal_oxidation,Alkanes
BD72,K00362,andAa,C_Anthranilate_degradation,Aromatics
BD72,K00362,padAd1,C_Phthalate_degradation,Aromatics
BD72,K00363,andAb,C_Anthranilate_degradation,Aromatics
BD72,K00363,bedB,C_Benzene_degradation,Aromatics
BD72,K00363,bphAc,C_Biphenyl_degradation,Aromatics
BD72,K00363,nagAb,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD72,K00363,todB,C_Toluene_degradation,Aromatics
BD72,K00382,xecC,B_Propene_degradation,Alkenes
BD72,K00483,hpaB,C_4-Hydroxyphenylacetate_degradation,Aromatics
BD72,K00483,hpaH,C_Anthranilate_degradation,Aromatics
BD72,K16901,hpaH,C_Anthranilate_degradation,Aromatics
BD72,K00549,etnE,B_Ethene_and_chloroethene_degradation,Alkenes
BD72,K00549,xecA,B_Propene_degradation,Alkenes
BD72,K00627,bphD,C_Biphenyl_degradation,Aromatics
BD72,K00632,pcaF,C_Catechol_degradation,Aromatics
BD72,K00632,pcaF,C_Protocatechuate_degradation,Aromatics
BD72,K00645,ituD,E_Iturin,Biosurfactant
BD72,K00661,at,E_Sophorolipids,Biosurfactant
BD72,K01046,estA,D_PBAT,Polymers
BD72,K01046,FB4_0780,D_PBAT,Polymers
BD72,K01046,lip,D_PU,Polymers
BD72,K01046,lip,D_PET,Polymers
BD72,K01046,lipA,D_PET,Polymers
BD72,K01046,lipA,D_PCL,Polymers
BD72,K01046,lipA,D_PBSA,Polymers
BD72,K01046,plaA,D_PLA,Polymers
BD72,K01046,plaM4,D_PBS,Polymers
BD72,K01046,plaM4,D_PES,Polymers
BD72,K01046,plaM4,D_PHA,Polymers
BD72,K01046,plaM4,D_PBSA,Polymers
BD72,K01046,plaM4,D_PCL,Polymers
BD72,K01046,plaM4,D_PHB,Polymers
BD72,K01046,plaM4,D_PLA,Polymers
BD72,K01046,plaM5,D_PLA,Polymers
BD72,K01055,pcaD,C_Catechol_degradation,Aromatics
BD72,K01055,pcaD,C_Protocatechuate_degradation,Aromatics
BD72,K01104,wzb,E_Emulsan,Biosurfactant
BD72,K01183,chi25,D_PCL,Polymers
BD72,K01200,pulA,D_PU,Polymers
BD72,K01259,pcaD,C_Catechol_degradation,Aromatics
BD72,K01259,pcaD,C_Protocatechuate_degradation,Aromatics
BD72,K01426,NFA_28320,D_Nylon,Polymers
BD72,K01426,nylA,D_Nylon,Polymers
BD72,K01465,benC,C_Benzoate_degradation,Aromatics
BD72,K01617,praD,C_Protocatechuate_degradation,Aromatics
BD72,K01617,xylI,C_Catechol_degradation,Aromatics
BD72,K01617,xylJ,C_Catechol_degradation,Aromatics
BD72,K01628,padC2,C_Phthalate_degradation,Aromatics
BD72,K01649,xylK,C_Catechol_degradation,Aromatics
BD72,K01666,xylK,C_Catechol_degradation,Aromatics
BD72,K01821,praC,C_Protocatechuate_degradation,Aromatics
BD72,K01821,xylH,C_Catechol_degradation,Aromatics
BD72,K01895,pqsA,C_Anthranilate_degradation,Aromatics
BD72,K02554,xylJ,C_Catechol_degradation,Aromatics
BD72,K02823,prmB,A_Subterminal_oxidation,Alkanes
BD72,K02823,isoF,B_Isoprene_degradation,Alkenes
BD72,K02823,xamoF,B_Propene_degradation,Alkenes
BD72,K02823,antC,C_Anthranilate_degradation,Aromatics
BD72,K02823,benC,C_Benzoate_degradation,Aromatics
BD72,K02823,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD72,K02823,tphA1I,C_Terephthalate_degradation,Aromatics
BD72,K02823,xylZ,C_Benzoate_degradation,Aromatics
BD72,K03386,ahpC,A_Finnerty_pathway,Alkanes
BD72,K03387,ahpF,A_Finnerty_pathway,Alkanes
BD72,K03392,praH,C_Protocatechuate_degradation,Aromatics
BD72,K03392,proH,C_Protocatechuate_degradation,Aromatics
BD72,K03406,alkN_mcp,A_Hydrocarbon_uptake,Alkanes
BD72,K03644,lipA,D_PET,Polymers
BD72,K03644,lipA,D_PCL,Polymers
BD72,K03644,lipA,D_PBSA,Polymers
BD72,K04091,ssuD,A_Auxiliar_alkane_gene,Alkanes
BD72,K20938,LadA,A_Terminal/biterminal_oxidation,Alkanes
BD72,K20938,ssuD,A_Auxiliar_alkane_gene,Alkanes
BD72,K05337,padAc1,C_Phthalate_degradation,Aromatics
BD72,K15765,isoF,B_Isoprene_degradation,Alkenes
BD72,K15765,xamoF,B_Propene_degradation,Alkenes
BD72,K06133,ffp,E_Fengacyn,Biosurfactant
BD72,K06133,sfp,E_Surfactin,Biosurfactant
BD72,K06999,est,D_PU,Polymers
BD72,K06999,est,D_PET,Polymers
BD72,K06999,est,D_PBSA,Polymers
BD72,K06999,est,D_PCL,Polymers
BD72,K06999,est,D_PBAT,Polymers
BD72,K06999,est,D_PLA,Polymers
BD72,K07071,blc,A_Hydrocarbon_uptake,Alkanes
BD72,K10217,praB,C_Protocatechuate_degradation,Aromatics
BD72,K10217,xylG,C_Catechol_degradation,Aromatics
BD72,K17828,benC,C_Benzoate_degradation,Aromatics
BD73,K00019,hbd,D_PHBV,Polymers
BD73,K00019,hbd,D_PHA,Polymers
BD73,K00019,hbd,D_P3HV,Polymers
BD73,K00104,pchF,C_Toluene_degradation,Aromatics
BD73,K00128,alkH_ald,A_Auxiliar_alkane_gene,Alkanes
BD73,K00128,mpdC,B_2-methylpropene_degradation,Alkenes
BD73,K00128,dpgC,C_Toluene_degradation,Aromatics
BD73,K00128,mdlD,C_Toluene_degradation,Aromatics
BD73,K00128,pchA,C_Toluene_degradation,Aromatics
BD73,K00128,phdK,C_Phenanthrene_degradation,Aromatics
BD73,K00128,praB,C_Protocatechuate_degradation,Aromatics
BD73,K00128,pegC,D_PEG,Polymers
BD73,K00219,abmA,C_Anthranilate_degradation,Aromatics
BD73,K00354,abmA,C_Anthranilate_degradation,Aromatics
BD73,K00362,alkT_rubB_rdxR,A_Terminal/biterminal_oxidation,Alkanes
BD73,K00362,andAa,C_Anthranilate_degradation,Aromatics
BD73,K00362,padAd1,C_Phthalate_degradation,Aromatics
BD73,K00363,andAb,C_Anthranilate_degradation,Aromatics
BD73,K00363,bedB,C_Benzene_degradation,Aromatics
BD73,K00363,bphAc,C_Biphenyl_degradation,Aromatics
BD73,K00363,nagAb,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD73,K00363,todB,C_Toluene_degradation,Aromatics
BD73,K00382,xecC,B_Propene_degradation,Alkenes
BD73,K00483,hpaB,C_4-Hydroxyphenylacetate_degradation,Aromatics
BD73,K00483,hpaH,C_Anthranilate_degradation,Aromatics
BD73,K16901,hpaH,C_Anthranilate_degradation,Aromatics
BD73,K00549,etnE,B_Ethene_and_chloroethene_degradation,Alkenes
BD73,K00549,xecA,B_Propene_degradation,Alkenes
BD73,K00627,bphD,C_Biphenyl_degradation,Aromatics
BD73,K00632,pcaF,C_Catechol_degradation,Aromatics
BD73,K00632,pcaF,C_Protocatechuate_degradation,Aromatics
BD73,K00645,ituD,E_Iturin,Biosurfactant
BD73,K00661,at,E_Sophorolipids,Biosurfactant
BD73,K01046,estA,D_PBAT,Polymers
BD73,K01046,FB4_0780,D_PBAT,Polymers
BD73,K01046,lip,D_PU,Polymers
BD73,K01046,lip,D_PET,Polymers
BD73,K01046,lipA,D_PET,Polymers
BD73,K01046,lipA,D_PCL,Polymers
BD73,K01046,lipA,D_PBSA,Polymers
BD73,K01046,plaA,D_PLA,Polymers
BD73,K01046,plaM4,D_PBS,Polymers
BD73,K01046,plaM4,D_PES,Polymers
BD73,K01046,plaM4,D_PHA,Polymers
BD73,K01046,plaM4,D_PBSA,Polymers
BD73,K01046,plaM4,D_PCL,Polymers
BD73,K01046,plaM4,D_PHB,Polymers
BD73,K01046,plaM4,D_PLA,Polymers
BD73,K01046,plaM5,D_PLA,Polymers
BD73,K01055,pcaD,C_Catechol_degradation,Aromatics
BD73,K01055,pcaD,C_Protocatechuate_degradation,Aromatics
BD73,K01104,wzb,E_Emulsan,Biosurfactant
BD73,K01183,chi25,D_PCL,Polymers
BD73,K01200,pulA,D_PU,Polymers
BD73,K01259,pcaD,C_Catechol_degradation,Aromatics
BD73,K01259,pcaD,C_Protocatechuate_degradation,Aromatics
BD73,K01426,NFA_28320,D_Nylon,Polymers
BD73,K01426,nylA,D_Nylon,Polymers
BD73,K01465,benC,C_Benzoate_degradation,Aromatics
BD73,K01617,praD,C_Protocatechuate_degradation,Aromatics
BD73,K01617,xylI,C_Catechol_degradation,Aromatics
BD73,K01617,xylJ,C_Catechol_degradation,Aromatics
BD73,K01628,padC2,C_Phthalate_degradation,Aromatics
BD73,K01649,xylK,C_Catechol_degradation,Aromatics
BD73,K01666,xylK,C_Catechol_degradation,Aromatics
BD73,K01821,praC,C_Protocatechuate_degradation,Aromatics
BD73,K01821,xylH,C_Catechol_degradation,Aromatics
BD73,K01895,pqsA,C_Anthranilate_degradation,Aromatics
BD73,K02554,xylJ,C_Catechol_degradation,Aromatics
BD73,K02823,prmB,A_Subterminal_oxidation,Alkanes
BD73,K02823,isoF,B_Isoprene_degradation,Alkenes
BD73,K02823,xamoF,B_Propene_degradation,Alkenes
BD73,K02823,antC,C_Anthranilate_degradation,Aromatics
BD73,K02823,benC,C_Benzoate_degradation,Aromatics
BD73,K02823,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD73,K02823,tphA1I,C_Terephthalate_degradation,Aromatics
BD73,K02823,xylZ,C_Benzoate_degradation,Aromatics
BD73,K03386,ahpC,A_Finnerty_pathway,Alkanes
BD73,K03387,ahpF,A_Finnerty_pathway,Alkanes
BD73,K03392,praH,C_Protocatechuate_degradation,Aromatics
BD73,K03392,proH,C_Protocatechuate_degradation,Aromatics
BD73,K03406,alkN_mcp,A_Hydrocarbon_uptake,Alkanes
BD73,K03644,lipA,D_PET,Polymers
BD73,K03644,lipA,D_PCL,Polymers
BD73,K03644,lipA,D_PBSA,Polymers
BD73,K04091,ssuD,A_Auxiliar_alkane_gene,Alkanes
BD73,K20938,LadA,A_Terminal/biterminal_oxidation,Alkanes
BD73,K20938,ssuD,A_Auxiliar_alkane_gene,Alkanes
BD73,K05337,padAc1,C_Phthalate_degradation,Aromatics
BD73,K15765,isoF,B_Isoprene_degradation,Alkenes
BD73,K15765,xamoF,B_Propene_degradation,Alkenes
BD73,K06133,ffp,E_Fengacyn,Biosurfactant
BD73,K06133,sfp,E_Surfactin,Biosurfactant
BD73,K06999,est,D_PU,Polymers
BD73,K06999,est,D_PET,Polymers
BD73,K06999,est,D_PBSA,Polymers
BD73,K06999,est,D_PCL,Polymers
BD73,K06999,est,D_PBAT,Polymers
BD73,K06999,est,D_PLA,Polymers
BD73,K07071,blc,A_Hydrocarbon_uptake,Alkanes
BD73,K10217,praB,C_Protocatechuate_degradation,Aromatics
BD73,K10217,xylG,C_Catechol_degradation,Aromatics
BD73,K17828,benC,C_Benzoate_degradation,Aromatics
BD77,K00019,hbd,D_PHBV,Polymers
BD77,K00019,hbd,D_PHA,Polymers
BD77,K00019,hbd,D_P3HV,Polymers
BD77,K00097,tphB,C_Terephthalate_degradation,Aromatics
BD77,K00104,pchF,C_Toluene_degradation,Aromatics
BD77,K00108,alkJ_adh,A_Auxiliar_alkane_gene,Alkanes
BD77,K00108,pegA,D_PEG,Polymers
BD77,K00128,alkH_ald,A_Auxiliar_alkane_gene,Alkanes
BD77,K00128,mpdC,B_2-methylpropene_degradation,Alkenes
BD77,K00128,dpgC,C_Toluene_degradation,Aromatics
BD77,K00128,mdlD,C_Toluene_degradation,Aromatics
BD77,K00128,pchA,C_Toluene_degradation,Aromatics
BD77,K00128,phdK,C_Phenanthrene_degradation,Aromatics
BD77,K00128,praB,C_Protocatechuate_degradation,Aromatics
BD77,K00128,pegC,D_PEG,Polymers
BD77,K00151,praB,C_Protocatechuate_degradation,Aromatics
BD77,K10217,praB,C_Protocatechuate_degradation,Aromatics
BD77,K10217,xylG,C_Catechol_degradation,Aromatics
BD77,K00154,alkH_ald,A_Auxiliar_alkane_gene,Alkanes
BD77,K00154,dpgC,C_Toluene_degradation,Aromatics
BD77,K00154,mdlD,C_Toluene_degradation,Aromatics
BD77,K00219,abmA,C_Anthranilate_degradation,Aromatics
BD77,K00351,dmpP,C_Phenol_degradation,Aromatics
BD77,K00351,tmoF,C_Toluene_degradation,Aromatics
BD77,K00351,tomA5,C_Toluene_degradation,Aromatics
BD77,K00354,abmA,C_Anthranilate_degradation,Aromatics
BD77,K00362,alkT_rubB_rdxR,A_Terminal/biterminal_oxidation,Alkanes
BD77,K00362,andAa,C_Anthranilate_degradation,Aromatics
BD77,K00362,padAd1,C_Phthalate_degradation,Aromatics
BD77,K05297,alkG_rubA_rdx,A_Terminal/biterminal_oxidation,Alkanes
BD77,K05297,alkG_rubA1_rdx,A_Terminal/biterminal_oxidation,Alkanes
BD77,K05297,alkG_rubA2_rdx,A_Terminal/biterminal_oxidation,Alkanes
BD77,K05297,alkT_rubB_rdxR,A_Terminal/biterminal_oxidation,Alkanes
BD77,K00363,andAb,C_Anthranilate_degradation,Aromatics
BD77,K00363,bedB,C_Benzene_degradation,Aromatics
BD77,K00363,bphAc,C_Biphenyl_degradation,Aromatics
BD77,K00363,nagAb,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD77,K00363,todB,C_Toluene_degradation,Aromatics
BD77,K01061,phaZ,D_P4HB,Polymers
BD77,K01061,phaZ,D_PEA,Polymers
BD77,K01061,phaZ,D_P3HP,Polymers
BD77,K01061,phaZ,D_PHBV,Polymers
BD77,K01061,phaZ,D_PHO,Polymers
BD77,K01061,phaZ,D_PPL,Polymers
BD77,K01061,phaZ,D_PHB,Polymers
BD77,K01061,phaZ,D_PHA,Polymers
BD77,K01061,phaZ,D_PHPV,Polymers
BD77,K01061,phaZ,D_PCL,Polymers
BD77,K01061,phaZ,D_PES,Polymers
BD77,K00382,xecC,B_Propene_degradation,Alkenes
BD77,K00406,pchC,C_Toluene_degradation,Aromatics
BD77,K00428,latA,D_NR,Polymers
BD77,K00446,xylE,C_Catechol_degradation,Aromatics
BD77,K00523,antC,C_Anthranilate_degradation,Aromatics
BD77,K00523,benC,C_Benzoate_degradation,Aromatics
BD77,K00523,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD77,K00523,tphA1I,C_Terephthalate_degradation,Aromatics
BD77,K00523,xylZ,C_Benzoate_degradation,Aromatics
BD77,K00528,xamoF,B_Propene_degradation,Alkenes
BD77,K00528,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD77,K00528,tphA1I,C_Terephthalate_degradation,Aromatics
BD77,K00549,etnE,B_Ethene_and_chloroethene_degradation,Alkenes
BD77,K00549,xecA,B_Propene_degradation,Alkenes
BD77,K00627,bphD,C_Biphenyl_degradation,Aromatics
BD77,K00632,pcaF,C_Catechol_degradation,Aromatics
BD77,K00632,pcaF,C_Protocatechuate_degradation,Aromatics
BD77,K00633,at,E_Sophorolipids,Biosurfactant
BD77,K00661,at,E_Sophorolipids,Biosurfactant
BD77,K00645,ituD,E_Iturin,Biosurfactant
BD77,K00799,isoI,B_Isoprene_degradation,Alkenes
BD77,K01028,pcaI,C_Protocatechuate_degradation,Aromatics
BD77,K01046,estA,D_PBAT,Polymers
BD77,K01046,FB4_0780,D_PBAT,Polymers
BD77,K01046,lip,D_PU,Polymers
BD77,K01046,lip,D_PET,Polymers
BD77,K01046,lipA,D_PET,Polymers
BD77,K01046,lipA,D_PCL,Polymers
BD77,K01046,lipA,D_PBSA,Polymers
BD77,K01046,plaA,D_PLA,Polymers
BD77,K01046,plaM4,D_PBS,Polymers
BD77,K01046,plaM4,D_PES,Polymers
BD77,K01046,plaM4,D_PHA,Polymers
BD77,K01046,plaM4,D_PBSA,Polymers
BD77,K01046,plaM4,D_PCL,Polymers
BD77,K01046,plaM4,D_PHB,Polymers
BD77,K01046,plaM4,D_PLA,Polymers
BD77,K01046,plaM5,D_PLA,Polymers
BD77,K01055,pcaD,C_Catechol_degradation,Aromatics
BD77,K01055,pcaD,C_Protocatechuate_degradation,Aromatics
BD77,K14727,pcaD,C_Catechol_degradation,Aromatics
BD77,K14727,pcaD,C_Protocatechuate_degradation,Aromatics
BD77,K19707,pcaD,C_Catechol_degradation,Aromatics
BD77,K19707,pcaD,C_Protocatechuate_degradation,Aromatics
BD77,K01104,wzb,E_Emulsan,Biosurfactant
BD77,K20945,wzb,E_Emulsan,Biosurfactant
BD77,K01200,pulA,D_PU,Polymers
BD77,K01259,pcaD,C_Catechol_degradation,Aromatics
BD77,K01259,pcaD,C_Protocatechuate_degradation,Aromatics
BD77,K01426,NFA_28320,D_Nylon,Polymers
BD77,K01426,nylA,D_Nylon,Polymers
BD77,K01465,benC,C_Benzoate_degradation,Aromatics
BD77,K01617,praD,C_Protocatechuate_degradation,Aromatics
BD77,K01617,xylI,C_Catechol_degradation,Aromatics
BD77,K01617,xylJ,C_Catechol_degradation,Aromatics
BD77,K01628,padC2,C_Phthalate_degradation,Aromatics
BD77,K01649,xylK,C_Catechol_degradation,Aromatics
BD77,K01666,xylK,C_Catechol_degradation,Aromatics
BD77,K01800,nagL,C_Gentisate_degradation,Aromatics
BD77,K01801,nagL,C_Gentisate_degradation,Aromatics
BD77,K01821,praC,C_Protocatechuate_degradation,Aromatics
BD77,K01821,xylH,C_Catechol_degradation,Aromatics
BD77,K01856,catB,C_Catechol_degradation,Aromatics
BD77,K01895,pqsA,C_Anthranilate_degradation,Aromatics
BD77,K02613,paaE,C_Phenylacetate_degradation,Aromatics
BD77,K02660,alkN_mcp,A_Hydrocarbon_uptake,Alkanes
BD77,K03098,blc,A_Hydrocarbon_uptake,Alkanes
BD77,K03381,catA,C_Catechol_degradation,Aromatics
BD77,K03386,ahpC,A_Finnerty_pathway,Alkanes
BD77,K03387,ahpF,A_Finnerty_pathway,Alkanes
BD77,K03406,alkN_mcp,A_Hydrocarbon_uptake,Alkanes
BD77,K03464,catC,C_Catechol_degradation,Aromatics
BD77,K03556,alkS,A_Auxiliar_alkane_gene,Alkanes
BD77,K03599,nagL,C_Gentisate_degradation,Aromatics
BD77,K03644,lipA,D_PET,Polymers
BD77,K03644,lipA,D_PCL,Polymers
BD77,K03644,lipA,D_PBSA,Polymers
BD77,K03801,lipB,D_PET,Polymers
BD77,K04755,benC,C_Benzoate_degradation,Aromatics
BD77,K04755,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD77,K04755,xylZ,C_Benzoate_degradation,Aromatics
BD77,K05549,antA,C_Anthranilate_degradation,Aromatics
BD77,K05549,benA,C_Benzoate_degradation,Aromatics
BD77,K05549,xylX,C_Benzoate_degradation,Aromatics
BD77,K05550,antB,C_Anthranilate_degradation,Aromatics
BD77,K05550,benB,C_Benzoate_degradation,Aromatics
BD77,K05550,xylY,C_Benzoate_degradation,Aromatics
BD77,K05783,xylL,C_Benzoate_degradation,Aromatics
BD77,K05784,prmB,A_Subterminal_oxidation,Alkanes
BD77,K05784,isoF,B_Isoprene_degradation,Alkenes
BD77,K05784,xamoF,B_Propene_degradation,Alkenes
BD77,K05784,antC,C_Anthranilate_degradation,Aromatics
BD77,K05784,benC,C_Benzoate_degradation,Aromatics
BD77,K05784,xylZ,C_Benzoate_degradation,Aromatics
BD77,K14581,benC,C_Benzoate_degradation,Aromatics
BD77,K14581,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD77,K14581,xylZ,C_Benzoate_degradation,Aromatics
BD77,K16161,benC,C_Benzoate_degradation,Aromatics
BD77,K16161,xylZ,C_Benzoate_degradation,Aromatics
BD77,K06999,est,D_PU,Polymers
BD77,K06999,est,D_PET,Polymers
BD77,K06999,est,D_PBSA,Polymers
BD77,K06999,est,D_PCL,Polymers
BD77,K06999,est,D_PBAT,Polymers
BD77,K06999,est,D_PLA,Polymers
BD77,K07071,blc,A_Hydrocarbon_uptake,Alkanes
BD77,K07275,alkL,A_Hydrocarbon_uptake,Alkanes
BD77,K07823,pcaF,C_Catechol_degradation,Aromatics
BD77,K07823,pcaF,C_Protocatechuate_degradation,Aromatics
BD77,K10216,todF,C_Toluene_degradation,Aromatics
BD77,K10216,xylF,C_Catechol_degradation,Aromatics
BD77,K10804,est,D_PU,Polymers
BD77,K10804,est,D_PET,Polymers
BD77,K10804,est,D_PBSA,Polymers
BD77,K10804,est,D_PCL,Polymers
BD77,K10804,est,D_PBAT,Polymers
BD77,K10804,est,D_PLA,Polymers
BD77,K16048,styB,C_Styrene_degradation,Aromatics
BD77,K16050,bphD,C_Biphenyl_degradation,Aromatics
BD77,K16242,isoA,B_Isoprene_degradation,Alkenes
BD77,K16242,dmpN,C_Phenol_degradation,Aromatics
